,f1,g,recall,precision,pf,wins
aufs.csv,0.49,0.45,0.53,0.62,0.37,7
calcubetimer.csv,0.39,0.32,0.59,0.66,0.48,1
chaosrts.csv,0.57,0.48,0.61,0.64,0.5,10
emono.csv,0.65,0.4,0.76,0.67,0.79,6
freelords.csv,0.72,0.57,0.82,0.64,0.71,12
jmonkeyengine.csv,0.59,0.39,0.7,0.61,0.47,11
jython.csv,0.67,0.42,0.78,0.6,0.72,8
mclient-mume.csv,0.41,0.38,0.37,0.7,0.26,3
papertoolkit.csv,0.31,0.24,0.21,0.67,0.18,0
primefaces.csv,0.73,0.19,1.0,0.66,0.95,4
st-filteredstatistics.csv,0.73,0.33,0.92,0.6,0.9,5
toped.csv,0.72,0.37,0.77,0.63,0.89,2
triplea.csv,0.72,0.62,0.78,0.73,0.6,13
web-cat.csv,0.61,0.49,0.68,0.61,0.61,9
