,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.82,0.54,0.89,0.56,0.75,0.6,0.35,0.75,0.65,0.64,0.41,0.38,0.59,0.42,0.86
calcubetimer.csv,0.34,0.88,0.26,0.88,0.35,0.5,0.4,0.44,0.86,0.98,0.38,0.52,0.6,0.36,0.48
chaosrts.csv,0.65,0.42,0.26,0.53,0.41,0.5,0.46,0.48,0.39,0.45,0.89,0.46,0.48,0.31,0.55
emono.csv,0.56,0.64,0.97,0.5,0.42,0.51,0.5,0.45,0.31,0.43,0.57,0.35,0.46,0.34,0.56
freelords.csv,0.3,0.41,0.25,0.5,0.35,0.49,0.29,0.38,0.29,0.41,0.36,0.33,0.38,0.29,0.46
jmonkeyengine.csv,0.71,0.42,0.8,0.51,0.54,0.76,0.33,0.83,0.86,0.36,0.56,0.65,0.62,0.37,0.45
jython.csv,0.33,0.51,0.93,0.41,0.47,0.93,0.39,0.54,0.3,0.43,0.52,0.35,0.41,0.7,0.52
mclient-mume.csv,0.9,0.5,0.32,0.92,0.64,0.0,0.34,0.86,0.62,0.35,0.6,0.83,0.67,0.62,0.73
papertoolkit.csv,0.67,0.0,0.96,0.94,0.9,0.91,0.41,0.87,0.88,0.66,0.79,0.92,0.96,0.79,0.67
primefaces.csv,0.28,0.39,0.26,0.43,0.37,0.5,0.32,0.43,0.32,0.39,0.36,0.45,0.38,0.28,0.43
st-filteredstatistics.csv,0.31,0.38,0.26,0.4,0.34,0.43,0.31,0.44,0.34,0.39,0.38,0.32,0.37,0.31,0.43
toped.csv,0.31,0.66,0.27,0.69,0.47,0.67,0.41,0.44,0.33,0.62,0.42,0.37,0.42,0.33,0.55
triplea.csv,0.42,0.42,0.97,0.41,0.37,0.3,0.3,0.41,0.27,0.36,0.42,0.32,0.39,0.31,0.44
web-cat.csv,0.39,0.71,0.88,0.61,0.41,0.94,0.44,0.48,0.58,0.4,0.51,0.76,0.44,0.64,0.51
