,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.55,0.62,0.56,0.72,0.25,0.49,0.89,0.81,0.8,1.0,0.06,0.55,0.9,0.37,0.64
calcubetimer.csv,0.66,0.12,0.13,0.75,0.29,0.32,0.85,1.0,0.86,1.0,0.06,0.52,0.88,0.39,0.68
chaosrts.csv,0.65,0.53,0.12,0.86,0.34,0.32,0.84,0.92,0.82,0.99,0.0,0.64,0.97,0.41,0.61
emono.csv,0.67,0.43,0.5,0.73,0.25,0.33,0.96,0.93,0.73,1.0,0.03,0.56,0.86,0.4,0.81
freelords.csv,0.65,0.57,0.11,0.8,0.28,0.36,0.87,0.95,0.78,0.99,0.04,0.62,0.92,0.38,0.64
jmonkeyengine.csv,0.53,0.7,0.6,0.7,0.5,0.47,0.88,0.5,0.71,0.99,0.09,0.61,0.88,0.45,0.64
jython.csv,0.6,0.51,0.46,0.73,0.29,0.24,0.89,1.0,0.74,0.99,0.0,0.58,0.87,0.3,0.7
mclient-mume.csv,0.6,0.87,0.1,0.83,0.4,0.0,0.89,1.0,0.81,0.99,0.08,0.7,0.94,0.44,0.61
papertoolkit.csv,0.6,1.0,0.5,0.69,0.3,0.45,0.96,0.93,0.62,1.0,0.21,0.67,0.75,0.29,0.79
primefaces.csv,0.65,0.53,0.13,0.81,0.28,0.32,0.85,0.94,0.74,0.99,0.03,0.82,0.88,0.42,0.66
st-filteredstatistics.csv,0.58,0.52,0.13,0.77,0.24,0.3,0.85,0.94,0.89,0.99,0.04,0.6,0.88,0.38,0.65
toped.csv,0.63,0.52,0.11,0.75,0.24,0.29,1.0,0.93,0.74,0.99,0.04,0.6,0.87,0.39,0.71
triplea.csv,0.81,0.71,0.52,0.77,0.3,0.36,0.91,0.93,0.76,1.0,0.05,0.61,0.88,0.39,0.73
web-cat.csv,0.61,0.5,0.5,0.71,0.29,0.22,0.89,0.94,0.71,0.99,0.07,0.59,0.89,0.59,0.69
