,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.15,0.51,0.81,0.55,0.05,0.17,0.68
elvishrayrenderer.csv,0.47,0.51,0.94,0.4,0.04,0.25,0.87
graphmak.csv,0.66,0.5,0.79,0.47,0.06,0.14,0.57
hazelcast.csv,0.37,0.51,1.0,0.53,0.05,0.26,0.68
jrdf.csv,0.21,0.5,0.95,0.33,0.0,0.55,0.78
pdfedit.csv,0.31,0.71,0.82,0.45,0.07,0.2,0.73
tart.csv,0.39,0.61,0.91,0.48,0.19,0.18,0.68
