,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.51,0.34,0.29,0.16,0.09,0.38,0.71,0.4,0.94,0.2,0.5,0.78,0.62,0.5,0.27,0.58,0.23,0.36,0.2
all-plasm.csv,0.5,0.05,0.07,0.02,0.01,0.05,0.33,0.54,0.84,0.37,0.84,0.2,0.53,0.31,0.42,0.35,0.3,0.0,0.33
awemud.csv,0.69,0.73,0.44,0.67,0.69,0.42,0.66,0.39,0.93,0.57,0.57,0.67,0.52,0.51,0.5,0.56,0.59,0.54,0.05
buddata-ebxml-registry.csv,0.27,0.0,0.27,0.05,0.0,0.0,0.61,0.3,0.55,0.42,0.13,0.59,0.21,0.17,0.21,0.0,0.95,0.55,0.0
bullet.csv,0.6,0.54,0.37,0.66,0.24,0.74,0.6,0.39,0.2,0.51,0.5,0.44,0.57,0.43,0.6,0.23,0.44,0.47,0.47
dvd-create.csv,0.56,0.65,0.53,0.36,0.81,0.69,0.45,0.64,0.77,0.52,0.55,0.48,0.54,0.59,0.45,0.52,0.58,0.63,0.65
gbif-indexingtoolkit.csv,0.7,0.13,0.28,0.58,0.09,0.21,0.27,0.72,0.53,0.35,0.56,0.01,0.07,0.26,0.35,0.27,0.19,0.07,0.0
go.csv,0.54,0.74,0.57,0.35,0.45,0.6,0.74,0.52,0.77,0.5,0.36,0.74,0.49,0.48,0.62,0.65,0.65,0.72,0.64
gss.csv,0.63,0.66,0.58,0.68,0.67,0.56,0.68,0.57,0.8,0.61,0.0,0.73,0.24,0.62,0.7,0.57,0.57,0.65,0.13
jmule.csv,0.66,0.71,0.64,0.41,0.63,0.4,0.69,0.48,0.0,0.52,0.68,0.79,0.61,0.54,0.48,0.13,0.58,0.56,0.83
kwave.csv,0.66,0.0,0.58,0.0,0.0,0.62,0.58,0.59,0.69,0.27,0.0,0.44,0.34,0.46,0.62,0.61,0.76,0.0,0.13
libarchive.csv,0.71,0.73,0.47,0.37,0.68,0.64,0.72,0.45,0.75,0.51,0.39,0.76,0.49,0.3,0.61,0.51,0.84,0.66,0.6
linux-ntfs.csv,0.57,0.53,0.44,0.79,0.67,0.62,0.42,0.48,0.2,0.59,0.42,0.66,0.59,0.45,0.67,0.64,0.44,0.58,0.62
lsb.csv,0.69,0.53,0.41,0.76,0.47,0.69,0.65,0.63,0.8,0.6,0.13,0.64,0.64,0.54,0.46,0.59,0.38,0.64,0.56
mp-rechnungs-und-kundenverwaltung.csv,0.44,0.19,0.28,0.13,0.05,0.45,0.5,0.31,0.82,0.0,0.46,0.39,0.65,0.51,0.6,0.5,0.15,0.42,0.58
qcad2.csv,0.46,0.39,0.29,0.21,0.23,0.46,0.75,0.47,0.81,0.2,0.58,0.69,0.68,0.53,0.77,0.58,0.3,0.68,0.56
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.0,0.33,0.17,0.18,0.36,0.2,0.39,0.22,0.0,0.34
stemkit.csv,0.16,0.4,0.22,0.62,0.14,0.38,0.02,0.21,0.7,0.81,0.35,0.64,0.16,0.36,0.58,0.45,0.25,0.35,0.05
xinity.csv,0.2,0.17,0.36,0.4,0.42,0.38,0.47,0.48,0.19,0.2,0.4,0.13,0.58,0.67,0.33,0.42,0.25,0.05,0.64
