,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.33,0.5,0.48,0.36,0.44,0.53,0.62,0.41,0.36,0.41,0.46,0.52,0.37,0.49
encog-cs.csv,0.44,0.44,0.85,0.38,0.45,0.5,0.37,0.52,0.62,0.45,0.64,0.43,0.69,0.46
extprosys.csv,0.32,0.44,0.73,0.37,0.38,0.46,0.55,0.59,0.38,0.42,0.52,0.47,0.4,0.46
ibatisdb.csv,0.93,0.77,0.97,0.76,0.92,0.81,0.62,0.81,0.93,0.97,0.99,0.74,0.98,0.77
intact.csv,0.91,0.42,0.95,0.56,0.57,0.68,0.67,0.84,0.79,0.51,0.62,0.93,0.58,0.92
japano.csv,0.31,0.44,0.47,0.41,0.39,0.36,0.47,0.49,0.37,0.43,0.45,0.42,0.4,0.42
lockss.csv,0.83,0.0,0.95,0.5,0.9,0.95,0.78,0.94,0.71,0.9,0.91,0.83,0.94,0.94
ofbiz.csv,0.71,0.42,0.7,0.43,0.95,0.55,0.5,0.54,0.61,0.65,0.42,0.75,0.43,0.54
officefloor.csv,0.94,0.86,0.96,0.41,0.96,0.96,0.43,0.56,0.0,0.92,0.97,0.56,0.0,0.48
opennms.csv,0.62,0.9,0.92,0.96,0.78,0.89,0.5,0.93,0.92,0.9,0.99,0.81,0.97,0.95
rohxel.csv,0.33,0.44,0.51,0.39,0.47,0.43,0.44,0.52,0.41,0.51,0.55,0.51,0.46,0.48
roolo.csv,0.8,0.8,0.83,0.89,0.94,0.94,0.0,0.96,0.93,0.95,0.91,0.8,0.98,0.97
sevenupdate.csv,0.32,0.48,0.49,0.35,0.39,0.35,0.38,0.48,0.36,0.56,0.5,0.41,0.42,0.43
