,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.02,0.79,0.47,0.99,0.46,0.45,0.51,0.72,0.52,0.31,0.06,0.37,0.81,0.5
encog-cs.csv,0.03,0.69,0.29,0.91,0.35,0.37,0.86,0.92,0.98,0.29,0.05,0.51,0.54,0.43
extprosys.csv,0.02,0.75,0.92,0.93,0.42,0.37,0.72,0.85,0.5,0.31,0.05,0.46,0.77,0.4
ibatisdb.csv,0.0,0.39,0.24,0.44,0.22,0.36,0.47,0.48,0.22,0.08,0.1,0.26,0.29,0.99
intact.csv,0.0,0.76,0.31,0.61,0.39,0.95,0.57,0.53,0.39,0.21,0.08,0.34,0.52,0.2
japano.csv,0.02,0.93,0.51,0.8,0.4,0.42,0.83,1.0,0.5,0.28,0.05,0.47,0.77,0.39
lockss.csv,0.0,0.0,0.19,0.04,0.11,0.2,0.29,0.25,0.37,0.98,0.04,0.44,0.14,0.07
ofbiz.csv,0.07,0.61,0.38,0.66,0.26,0.32,0.67,0.42,0.46,0.29,0.08,0.08,0.99,0.3
officefloor.csv,0.0,0.25,0.13,0.87,0.38,0.29,0.79,0.89,0.0,0.06,0.82,0.49,0.0,0.41
opennms.csv,0.0,0.31,0.26,0.33,0.98,0.21,0.52,0.21,0.28,0.25,0.08,0.39,0.21,0.07
rohxel.csv,0.02,0.61,0.49,0.73,0.27,0.41,1.0,0.87,0.49,0.31,0.08,0.52,0.72,0.46
roolo.csv,0.0,0.11,0.1,0.16,0.13,0.13,0.0,0.31,0.15,0.28,0.04,1.0,0.26,0.18
sevenupdate.csv,0.02,0.99,0.43,0.93,0.38,0.47,0.63,0.94,0.5,0.28,0.06,0.37,0.78,0.42
