,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,64.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,16.0,3.0,253.0,0.0,0.0,3.0
encog-cs.csv,49.0,0.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,16.0,302.0,0.0,1.0,17.0
extprosys.csv,76.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,311.0,0.0,2.0,17.0
ibatisdb.csv,104.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,26.0,24.0,0.0,3.0,0.0
intact.csv,104.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,154.0,4.0,0.0,10.0
japano.csv,77.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,5.0,287.0,0.0,2.0,17.0
lockss.csv,104.0,54.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,352.0,0.0,2.0,16.0
ofbiz.csv,16.0,0.0,10.0,1.0,3.0,17.0,0.0,0.0,0.0,5.0,49.0,3.0,0.0,8.0
officefloor.csv,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,183.0,12.0,2.0,0.0,297.0,17.0
opennms.csv,104.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,18.0
rohxel.csv,58.0,0.0,0.0,1.0,20.0,4.0,0.0,0.0,20.0,8.0,138.0,0.0,2.0,12.0
roolo.csv,104.0,0.0,0.0,0.0,7.0,5.0,49.0,0.0,2.0,4.0,292.0,0.0,2.0,17.0
sevenupdate.csv,75.0,0.0,2.0,1.0,18.0,0.0,0.0,0.0,14.0,13.0,323.0,0.0,2.0,16.0
