,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.51,0.43,0.41,0.98,0.65,0.58,0.41,0.32,0.09,0.41,0.39,0.43,0.58,0.71
encog-cs.csv,0.75,0.5,0.32,0.44,0.5,0.52,0.0,0.37,0.98,0.55,0.54,0.21,0.47,0.38
extprosys.csv,0.21,0.54,0.91,0.44,0.32,0.5,0.57,0.52,0.2,0.27,0.46,0.35,0.32,0.35
ibatisdb.csv,0.0,0.28,0.22,0.33,0.25,0.41,0.36,0.36,0.17,0.11,0.28,0.28,0.21,0.98
intact.csv,0.0,0.64,0.25,0.47,0.54,0.97,0.47,0.41,0.36,0.42,0.63,0.34,0.43,0.2
japano.csv,0.21,0.0,0.7,0.56,0.34,0.2,0.73,1.0,0.13,0.31,0.21,0.13,0.46,0.05
lockss.csv,0.0,0.0,0.16,0.02,0.09,0.2,0.21,0.17,0.34,0.96,0.35,0.4,0.09,0.07
ofbiz.csv,0.93,0.48,0.46,0.53,0.25,0.42,0.57,0.31,0.5,0.4,0.7,0.06,0.99,0.39
officefloor.csv,0.0,0.17,0.11,0.42,0.41,0.31,0.31,0.54,0.0,0.06,0.8,0.58,0.0,0.43
opennms.csv,0.0,0.21,0.23,0.24,0.97,0.16,0.42,0.15,0.2,0.21,0.21,0.39,0.15,0.07
rohxel.csv,0.6,0.43,0.63,0.57,0.42,0.56,1.0,0.53,0.53,0.56,0.66,0.62,0.6,0.65
roolo.csv,0.0,0.07,0.07,0.11,0.13,0.12,0.0,0.22,0.11,0.31,0.35,1.0,0.2,0.2
sevenupdate.csv,0.24,0.98,0.17,0.0,0.53,0.38,0.53,0.0,0.54,0.4,0.37,0.44,0.51,0.27
