,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.01,0.88,0.31,0.99,0.32,0.38,0.88,0.9,0.36,0.19,0.03,0.35,0.71,0.36
encog-cs.csv,0.02,0.88,0.29,0.89,0.24,0.27,0.78,0.93,0.98,0.19,0.03,0.35,0.66,0.27
extprosys.csv,0.01,0.89,0.96,0.89,0.27,0.26,0.79,0.93,0.35,0.19,0.03,0.33,0.67,0.26
ibatisdb.csv,0.0,0.92,0.33,0.88,0.23,0.35,0.67,0.95,0.64,0.07,0.06,0.26,0.71,1.0
intact.csv,0.0,0.94,0.58,0.86,0.31,0.94,0.81,1.0,0.49,0.14,0.05,0.4,0.76,0.24
japano.csv,0.01,0.89,0.37,0.88,0.26,0.27,0.86,1.0,0.34,0.17,0.03,0.32,0.68,0.25
lockss.csv,0.0,0.0,0.33,1.0,0.2,0.24,0.78,1.0,0.48,1.0,0.02,0.58,0.83,0.11
ofbiz.csv,0.04,0.88,0.33,0.9,0.32,0.27,0.88,0.92,0.45,0.24,0.04,0.25,0.99,0.25
officefloor.csv,0.0,1.0,0.21,0.88,0.42,0.32,0.76,0.94,0.0,0.08,0.88,0.37,0.0,0.26
opennms.csv,0.0,0.9,0.4,0.91,1.0,0.44,0.73,1.0,0.85,0.4,0.05,0.44,0.76,0.1
rohxel.csv,0.01,0.85,0.4,0.89,0.2,0.29,1.0,0.94,0.36,0.21,0.04,0.39,0.7,0.31
roolo.csv,0.0,0.6,0.5,1.0,0.18,0.19,0.0,1.0,0.43,0.29,0.02,1.0,0.6,0.19
sevenupdate.csv,0.01,1.0,0.28,0.88,0.26,0.31,0.83,0.93,0.37,0.22,0.03,0.28,0.69,0.27
