,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.83,0.88,0.88,0.07,0.67,0.58,0.67,0.97,0.98,0.88,0.89,0.72,0.78,0.52
encog-cs.csv,0.62,0.79,0.77,0.86,0.81,0.75,1.0,0.89,0.02,0.74,0.75,0.95,0.73,0.89
extprosys.csv,0.95,0.75,0.11,0.86,0.91,0.81,0.72,0.81,0.96,0.94,0.85,0.91,0.91,0.9
ibatisdb.csv,1.01,0.77,0.82,0.76,0.83,0.69,0.9,0.72,0.86,0.96,0.77,0.84,0.84,0.03
intact.csv,1.02,0.5,0.79,0.78,0.64,0.04,0.67,0.64,0.71,0.87,0.53,0.74,0.66,0.85
japano.csv,0.95,1.0,0.58,0.76,0.91,0.95,0.5,0.0,0.97,0.94,0.95,0.98,0.84,0.99
lockss.csv,1.0,1.01,0.87,0.98,0.93,0.86,0.84,0.86,0.72,0.05,0.78,0.66,0.93,0.96
ofbiz.csv,0.26,0.73,0.66,0.64,0.8,0.74,0.54,0.8,0.62,0.7,0.59,0.95,0.03,0.74
officefloor.csv,1.01,0.86,0.92,0.87,0.67,0.77,0.93,0.79,1.0,0.96,0.24,0.75,1.0,0.86
opennms.csv,1.08,0.83,0.82,0.81,0.04,0.87,0.8,0.88,0.83,0.82,0.82,0.69,0.88,0.96
rohxel.csv,0.77,0.85,0.53,0.69,0.85,0.74,0.0,0.8,0.8,0.66,0.56,0.7,0.71,0.7
roolo.csv,1.0,1.0,0.94,0.91,0.91,0.92,1.0,0.82,0.91,0.75,0.8,0.0,0.86,0.87
sevenupdate.csv,0.94,0.02,0.96,1.0,0.79,0.89,0.61,1.0,0.79,0.71,0.89,0.88,0.82,0.93
