,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.28,0.96,0.18,0.22,0.06,0.0,0.36,0.35,0.0,0.14,0.45
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
coot.csv,0.39,0.32,0.39,0.76,0.18,0.36,0.28,0.48,0.52,0.98,0.33
dsworkbench.csv,0.97,0.49,0.26,0.14,0.12,0.65,0.54,0.18,0.14,0.1,0.35
freelords.csv,0.57,0.47,0.95,0.6,0.48,0.33,0.46,0.61,0.28,0.44,0.5
gephex.csv,0.61,0.64,0.37,0.56,0.49,0.0,0.99,0.4,0.41,0.5,0.53
jas.csv,0.15,0.02,0.16,0.07,0.24,0.0,0.01,0.1,0.9,0.0,0.0
jpaul.csv,0.53,0.21,0.16,1.0,0.12,0.0,0.16,0.19,0.0,0.12,0.28
ngl.csv,0.51,0.49,0.56,0.5,0.29,0.34,0.34,0.99,0.58,0.63,0.54
scenemonitor.csv,0.61,0.49,0.49,0.53,0.99,0.59,0.59,0.51,0.4,0.57,0.49
synecdoche.csv,0.33,0.51,0.28,0.21,0.24,0.0,0.36,0.37,0.29,0.15,0.94
