,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.53,0.64,0.23,0.4,0.7,0.32,0.22,0.45,0.54,0.53,0.0,0.01
archive-crawler.csv,0.19,0.1,0.1,0.45,0.45,0.16,0.11,0.31,0.06,0.0,0.13,0.1
blue-c.csv,0.74,0.66,0.54,0.45,0.64,0.0,0.32,0.35,0.75,0.64,0.73,0.78
dynalloy.csv,0.36,0.01,0.96,0.49,0.2,0.08,0.13,0.08,0.35,0.44,0.33,0.89
jcae.csv,0.06,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0
kmatplot.csv,0.0,0.23,0.2,0.13,0.09,0.16,0.12,0.04,0.19,0.16,0.07,0.34
mscore.csv,0.57,0.52,0.59,0.28,0.23,0.2,0.01,0.12,0.42,0.51,0.43,0.7
nosleepsoftware.csv,0.07,0.03,0.25,0.0,0.0,0.44,0.21,0.08,0.01,0.18,0.07,0.33
openmalaria.csv,0.67,0.67,0.85,0.6,0.09,0.2,0.45,0.0,0.48,0.65,0.83,0.61
popeye-chess.csv,0.6,0.36,0.76,0.3,0.05,0.24,0.36,0.2,0.32,0.51,0.9,0.57
riff-evolve.csv,0.64,0.31,0.47,0.26,0.25,0.16,0.28,0.33,0.0,0.49,0.5,0.78
virtuoso.csv,0.6,0.85,0.92,1.0,0.0,1.0,0.69,0.8,0.75,0.67,0.47,0.01
