,reactos-mirror.csv,critterding.csv,autat.csv,alpine.csv,open-data-kit.csv,fmri-dmt.csv
alpine.csv,0.19,0.07,0.01,0.01,0.05,0.05
autat.csv,0.15,0.34,0.0,0.2,0.09,0.05
critterding.csv,0.35,0.0,0.65,0.74,0.61,0.71
fmri-dmt.csv,0.01,0.0,0.0,0.01,0.0,0.0
open-data-kit.csv,0.55,0.66,0.79,0.65,0.02,0.55
reactos-mirror.csv,0.05,0.66,0.47,0.47,0.55,0.68
