,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.0,0.0,11.0,0.0,146.0,11.0,20.0
k3d.csv,0.0,0.0,0.0,76.0,44.0,818.0,3.0
massiv.csv,91.0,54.0,205.0,76.0,0.0,818.0,183.0
net-snmp.csv,0.0,11.0,25.0,3.0,85.0,126.0,69.0
patterntesting.csv,0.0,0.0,22.0,0.0,109.0,17.0,20.0
t-2.csv,91.0,0.0,0.0,6.0,128.0,0.0,29.0
xreal.csv,0.0,0.0,1.0,76.0,561.0,818.0,0.0
