,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.87,0.03,0.84,0.87,0.55,0.61,0.57
k3d.csv,0.86,0.89,0.01,1.0,0.76,1.0,0.62
massiv.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0
net-snmp.csv,0.05,0.85,0.58,0.63,0.48,0.79,0.91
patterntesting.csv,0.63,0.75,0.59,0.07,0.59,0.66,0.72
t-2.csv,1.0,0.83,0.86,0.87,0.45,0.05,0.51
xreal.csv,0.98,0.79,0.83,1.0,1.0,1.0,0.0
