,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.51,0.03,0.27,0.0,0.49,0.36,0.53
k3d.csv,0.12,0.16,0.01,0.0,0.09,0.0,0.16
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net-snmp.csv,0.0,0.84,0.39,0.43,0.41,0.69,0.42
patterntesting.csv,0.57,0.71,0.52,0.02,0.59,0.52,0.72
t-2.csv,0.08,0.03,0.31,0.23,0.37,0.0,0.47
xreal.csv,0.04,0.06,0.04,0.0,0.02,0.0,0.0
