,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.21,0.29,0.16,0.39,0.44,0.19,0.23,0.34
archive-crawler.csv,0.22,0.22,0.16,0.16,0.33,0.24,0.3,0.41
jcae.csv,0.05,0.23,0.05,0.14,0.45,0.25,0.01,0.39
openmalaria.csv,0.57,0.94,0.11,0.18,0.62,0.38,0.56,0.74
popeye-chess.csv,0.3,0.48,0.23,0.25,0.44,0.08,0.41,0.52
rhex.csv,0.26,0.48,0.25,0.18,0.49,0.02,0.48,0.32
rocrail.csv,0.22,0.67,0.11,0.22,0.58,0.66,0.44,0.26
truevision.csv,0.43,0.47,0.27,0.57,0.29,0.48,0.24,0.45
