,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.7,0.44,0.43,0.49,0.59,0.28,0.43,0.36
archive-crawler.csv,0.62,0.4,0.35,0.59,0.62,0.46,0.54,0.41
jcae.csv,1.0,0.25,0.77,0.66,0.63,0.35,0.82,0.41
openmalaria.csv,0.62,0.94,0.39,0.34,0.69,0.39,0.61,0.74
popeye-chess.csv,0.58,0.65,0.41,0.52,0.53,0.71,0.52,0.53
rhex.csv,0.27,0.73,0.55,0.64,0.82,0.95,0.64,0.49
rocrail.csv,0.62,0.75,0.5,0.46,0.64,0.68,0.51,0.3
truevision.csv,0.66,0.52,0.53,0.61,0.83,0.56,0.36,0.53
