,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.59,0.67,0.82,0.89,0.83,0.67,0.92,0.53,0.92,0.0,0.68,0.86,0.56,0.71,0.62,0.85,0.82
amygdala.csv,0.43,0.77,0.5,0.92,0.89,0.63,0.5,0.6,0.64,0.78,0.51,0.5,0.91,0.52,0.74,0.48,0.83
awemud.csv,0.44,0.46,0.62,0.68,0.46,0.52,0.47,0.46,0.5,0.8,0.38,0.54,0.65,0.52,0.42,0.63,0.54
bullet.csv,0.46,0.43,0.4,0.65,0.41,0.4,0.5,0.61,0.55,0.39,0.53,0.43,0.51,0.48,0.68,0.4,0.44
customwars.csv,0.0,0.92,0.83,0.91,0.71,0.86,0.88,0.73,0.98,0.0,0.94,0.8,0.54,0.93,0.0,0.9,0.61
dvd-create.csv,0.37,0.46,0.41,0.65,0.41,0.43,0.45,0.37,0.46,0.52,0.38,0.43,0.73,0.41,0.39,0.53,0.53
gbif-indexingtoolkit.csv,0.92,0.92,0.9,0.76,0.95,0.67,0.96,0.86,1.0,0.0,0.83,0.5,0.93,0.86,0.67,0.69,0.63
go.csv,0.42,0.46,0.5,0.78,0.46,0.48,0.45,0.46,0.57,0.73,0.38,0.46,0.46,0.44,0.4,0.57,0.55
growl-for-windows.csv,0.43,0.43,0.44,0.97,0.45,0.41,0.58,0.5,0.55,0.76,0.4,0.58,0.49,0.62,0.5,0.57,0.53
kwave.csv,0.63,0.56,0.93,0.69,0.53,0.74,0.61,0.53,0.77,0.91,0.52,0.68,0.98,0.61,0.68,0.89,0.8
libarchive.csv,0.42,0.48,0.58,0.57,0.46,0.41,0.52,0.38,0.49,0.67,0.34,0.49,0.49,0.43,0.4,0.53,0.55
linux-ntfs.csv,0.62,0.58,0.59,0.73,0.55,0.51,0.64,0.55,1.0,0.75,0.53,0.68,0.5,0.57,0.56,0.46,0.62
lsb.csv,0.4,0.42,0.46,0.6,0.49,0.37,0.48,0.37,0.49,0.67,0.34,0.45,0.46,0.39,0.45,0.38,0.5
mpgravity.csv,0.49,0.77,0.62,0.7,0.76,0.53,0.56,0.56,0.6,0.75,0.72,0.7,0.52,0.66,0.69,0.73,0.49
qcad2.csv,0.58,0.55,0.93,0.8,0.41,0.85,0.61,0.5,0.71,0.67,0.67,0.75,0.79,0.53,0.46,0.83,0.53
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.42,0.5,0.8,0.96,0.39,0.47,0.46,0.48,0.51,0.83,0.38,0.5,0.57,0.45,0.37,0.53,0.68
