,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.31,0.32,0.19,0.11,0.07,0.21,0.15,0.64,0.67,0.0,0.35,0.16,0.98,0.39,0.38,0.47,0.29
amygdala.csv,0.54,0.35,0.44,0.2,0.18,0.34,0.69,0.27,0.33,0.33,0.41,1.0,0.19,0.6,0.38,0.44,0.29
awemud.csv,1.0,0.76,0.31,0.56,0.72,0.46,0.75,0.45,1.0,0.0,0.71,0.53,0.49,0.49,0.73,0.64,0.71
bullet.csv,0.67,0.84,0.69,0.73,0.84,1.0,0.81,0.45,0.5,0.92,0.53,0.87,0.68,0.51,0.31,0.42,0.94
customwars.csv,0.01,0.19,0.12,0.11,0.34,0.09,0.0,0.36,0.0,0.0,0.94,0.0,0.53,0.16,0.04,0.47,0.47
dvd-create.csv,0.82,0.78,0.81,0.76,1.0,0.63,0.83,0.64,1.0,0.58,0.65,0.74,0.28,0.67,0.65,0.31,0.57
gbif-indexingtoolkit.csv,0.15,0.19,0.31,0.51,0.19,0.04,0.12,0.64,0.33,0.0,0.24,0.0,0.03,0.09,0.12,0.28,0.49
go.csv,0.77,0.99,0.31,0.38,0.66,0.6,0.92,0.55,0.33,0.25,0.71,0.66,0.83,0.57,0.77,0.31,0.71
growl-for-windows.csv,0.67,0.56,0.5,0.18,0.47,0.67,0.52,0.27,0.83,0.33,0.82,0.55,0.73,0.31,0.58,0.97,0.57
kwave.csv,0.37,0.54,0.94,0.64,0.66,0.19,0.54,0.36,0.33,0.08,0.41,0.29,0.18,0.45,0.42,0.19,0.24
libarchive.csv,0.6,0.72,0.56,0.64,0.41,0.58,0.6,0.55,0.83,0.25,0.88,0.53,0.76,0.64,0.65,0.81,0.96
linux-ntfs.csv,0.38,0.51,0.5,0.49,0.47,0.46,0.46,0.45,0.5,0.25,0.59,0.42,0.77,0.37,0.96,0.39,0.51
lsb.csv,0.83,0.72,0.56,1.0,0.47,0.78,0.81,0.82,0.83,0.0,1.0,0.74,0.83,0.91,0.5,0.53,0.67
mpgravity.csv,0.44,0.37,0.5,0.51,0.28,0.43,0.73,0.64,0.5,1.0,0.47,0.34,0.75,0.33,0.31,0.58,0.65
qcad2.csv,0.53,0.57,0.5,0.38,0.78,0.27,0.98,0.45,0.33,0.42,0.41,0.29,0.18,0.61,0.69,0.44,0.71
qtwin.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.45,0.49,0.44,0.02,0.53,0.54,0.81,0.36,0.83,0.33,0.76,0.61,0.62,0.99,0.69,0.36,0.43
