,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.4,0.46,0.4,0.43,0.32,0.41,0.42,0.45,0.36,0.55,0.44,0.81
dsworkbench.csv,0.46,0.97,0.86,0.83,0.75,0.83,0.7,0.75,0.43,0.75,0.5,0.51
gogoego.csv,0.58,0.61,0.44,0.73,0.75,0.42,0.37,0.5,0.37,0.39,0.68,0.37
jpaul.csv,0.5,0.54,0.0,0.46,0.75,0.0,0.0,0.0,0.89,0.0,0.0,0.0
loki-lib.csv,0.41,0.36,0.61,0.41,0.54,0.45,0.41,0.48,0.45,0.51,0.45,0.38
motu.csv,0.48,0.36,0.35,0.48,0.42,0.45,0.52,0.5,0.33,0.47,0.41,0.44
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.68,0.89,0.51,0.9,0.83,0.83,0.47,0.62,0.69,0.88,0.56
rtrt-on-gpu.csv,0.61,0.42,0.49,0.58,0.61,0.93,0.71,0.79,0.43,0.87,0.66,0.46
scenemonitor.csv,0.49,0.56,0.94,0.56,0.43,0.48,0.37,0.87,0.71,0.62,0.0,0.94
xstore.csv,0.41,0.38,0.43,0.48,0.55,0.36,0.35,0.55,0.39,0.41,0.44,0.44
yarp0.csv,0.49,0.6,0.4,0.86,0.48,0.5,0.67,0.42,0.36,0.61,0.51,0.41
zemljanka.csv,0.38,0.36,0.36,0.46,0.32,0.48,0.39,0.47,0.36,0.48,0.77,0.48
