,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,0.0,0.0,7.0,2.0,3.0,2.0,3.0,0.0,0.0,8.0
gdis.csv,0.0,5.0,4.0,7.0,7.0,66.0,2.0,17.0,1.0,12.0,10.0
genoviz.csv,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
kml.csv,0.0,10.0,5.0,8.0,7.0,55.0,1.0,29.0,1.0,18.0,28.0
omseek.csv,0.0,1.0,250.0,7.0,1.0,4.0,0.0,0.0,0.0,7.0,5.0
ossbuild.csv,0.0,4.0,5.0,11.0,8.0,32.0,2.0,13.0,1.0,6.0,23.0
popeye-chess.csv,1.0,3.0,6.0,14.0,2.0,11.0,1.0,6.0,0.0,8.0,10.0
quarkplayer.csv,0.0,6.0,5.0,7.0,7.0,62.0,8.0,20.0,0.0,10.0,49.0
turbotrader-bos.csv,0.0,0.0,9.0,9.0,0.0,9.0,4.0,6.0,0.0,2.0,20.0
virtuoso.csv,0.0,0.0,0.0,11.0,7.0,91.0,3.0,0.0,0.0,8.0,30.0
zscreen.csv,0.0,5.0,5.0,11.0,9.0,31.0,0.0,0.0,1.0,12.0,9.0
