,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.26,0.62,0.11,0.15,0.59,0.28,0.7,0.39,0.64,0.57,0.34
gdis.csv,0.59,0.62,0.23,0.18,0.54,0.21,0.62,0.25,0.91,0.25,0.22
genoviz.csv,0.16,0.29,0.06,0.08,0.44,0.25,0.11,0.24,0.13,0.4,0.71
kml.csv,0.68,0.64,0.21,0.13,0.5,0.24,0.78,0.38,0.73,0.21,0.18
omseek.csv,0.08,0.24,0.0,0.08,0.46,0.4,0.11,0.09,0.27,0.2,0.35
ossbuild.csv,0.73,0.74,0.45,0.14,0.55,0.3,0.19,0.41,0.47,0.29,0.2
popeye-chess.csv,0.58,0.69,0.12,0.17,0.59,0.27,0.71,0.38,0.72,0.26,0.26
quarkplayer.csv,0.26,0.49,0.13,0.26,0.36,0.1,0.38,0.11,0.38,0.21,0.0
turbotrader-bos.csv,0.55,0.7,0.12,0.13,0.63,0.28,0.71,0.4,0.76,0.26,0.21
virtuoso.csv,0.74,0.6,0.13,0.12,0.49,0.21,0.65,0.48,0.9,0.24,0.17
zscreen.csv,0.83,0.55,0.25,0.14,0.51,0.3,0.49,0.16,0.55,0.29,0.32
