,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.79,1.0,0.65,0.99,0.87,0.8,0.85,0.61,0.74,0.89,0.76,0.75,0.45,0.43,0.72,0.64,0.94,0.92,0.8,0.91
decidr.csv,0.71,0.8,0.83,0.81,0.83,0.96,0.87,1.0,0.94,1.0,0.72,1.0,1.0,0.93,0.94,0.94,0.94,1.0,0.62,0.98
elmo.csv,0.3,0.6,0.04,0.25,0.35,0.28,0.2,0.08,0.22,0.11,0.22,0.02,0.14,0.0,0.0,0.3,0.12,0.08,0.16,0.18
gpac.csv,0.12,1.0,0.96,0.87,0.96,0.96,0.98,1.0,0.43,0.94,0.97,0.64,0.99,1.0,0.99,0.88,1.0,0.92,0.38,0.88
img-browse-sort.csv,0.79,0.4,0.62,0.66,0.74,0.6,0.65,0.59,0.61,0.64,0.69,0.54,0.4,0.71,0.73,0.61,0.85,0.77,0.56,0.3
jajuk.csv,0.91,0.4,0.79,0.78,0.91,0.76,0.57,0.84,0.74,0.61,0.96,0.84,0.82,1.0,0.69,0.73,0.63,0.77,0.98,0.61
ktc.csv,0.76,0.4,0.64,0.67,0.57,0.6,0.13,0.69,0.59,0.36,0.55,0.57,0.51,0.29,0.25,0.64,0.54,0.92,0.56,0.42
nativeclient.csv,0.86,0.4,0.65,0.78,0.7,0.68,0.59,0.61,0.63,0.36,0.72,0.5,0.49,0.79,0.64,0.88,0.92,1.0,0.73,0.65
neoengine.csv,0.5,1.0,0.62,0.75,0.74,0.88,0.63,0.95,0.3,0.75,0.72,1.0,0.91,0.71,0.24,0.88,0.6,0.92,0.47,0.91
nicepress.csv,0.57,0.8,0.96,0.71,0.7,0.44,0.43,0.94,0.81,0.78,0.72,0.86,0.98,0.57,0.54,0.48,0.83,0.77,0.42,0.64
omseek.csv,0.31,0.0,0.14,0.45,0.39,0.16,0.02,0.33,0.22,0.06,0.19,0.04,0.12,0.5,0.19,0.67,0.6,0.54,0.47,0.2
rosegarden.csv,0.82,0.6,0.83,0.82,0.57,0.64,0.24,0.65,0.7,0.53,0.63,0.59,0.39,0.21,0.45,0.82,0.94,0.85,0.82,0.76
sigil.csv,0.76,0.2,0.57,0.72,0.7,0.6,0.57,0.27,0.52,0.42,0.55,0.16,0.2,1.0,0.75,0.61,0.81,0.77,0.6,0.21
smarttag.csv,0.61,0.4,0.84,0.38,0.74,0.52,0.52,0.14,0.48,0.58,0.29,0.27,0.17,0.64,0.6,0.64,0.56,0.46,0.51,0.19
sylpheed-claws.csv,0.99,1.0,0.96,1.0,1.0,1.0,0.91,0.65,0.95,1.0,0.92,0.75,0.68,0.93,1.0,1.0,1.0,0.92,0.91,1.0
tango-cs.csv,0.64,0.4,0.58,0.39,0.91,0.52,0.46,0.13,0.79,0.92,0.69,0.41,0.43,0.21,0.55,0.52,0.6,0.46,0.53,0.44
vapor.csv,0.0,1.0,0.66,0.66,1.0,0.64,0.96,0.87,0.0,1.0,0.82,0.0,0.0,1.0,1.0,0.97,1.0,0.92,0.0,0.41
xemeiah.csv,0.61,0.2,0.85,0.77,0.61,0.48,0.35,0.67,0.5,0.86,0.92,0.62,0.94,0.86,0.78,0.42,0.73,0.85,0.8,0.21
zorannt.csv,0.53,0.6,0.25,0.65,0.7,0.52,0.61,0.51,0.38,0.39,0.45,0.8,0.63,0.5,0.52,0.52,0.52,0.69,0.62,0.39
zscreen.csv,0.77,0.2,0.62,0.86,0.65,0.76,0.74,0.08,0.69,0.78,0.72,0.16,0.13,0.36,0.76,0.76,0.75,0.77,0.62,0.22
