,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.84,1.0,1.0,0.0,0.97,0.89,0.98,0.97
chrysalis.csv,0.28,0.18,0.8,0.67,0.34,0.77,0.28,0.29
jahshaka.csv,0.32,0.18,0.57,0.0,0.61,0.16,0.64,0.27
jatlas.csv,0.76,0.49,0.78,0.33,0.15,0.46,0.18,0.16
jedit.csv,0.2,0.96,0.61,1.0,0.94,0.82,0.78,1.0
open-media-library.csv,0.72,0.12,0.26,0.67,0.4,0.34,0.07,0.35
snakeyaml.csv,0.15,0.22,0.22,0.33,0.13,0.17,0.0,0.15
xamj.csv,0.48,0.63,0.26,0.0,0.21,0.31,0.23,0.22
