,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.39,0.43,0.61,0.79,0.19
ingex.csv,0.41,0.51,0.59,0.36,0.44
jgnash.csv,0.62,0.73,0.58,0.51,0.54
openefm.csv,0.76,0.54,0.42,0.43,0.28
synecdoche.csv,0.6,0.56,0.38,0.32,0.65
