,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.42,0.78,0.39,0.59,0.38
ingex.csv,0.49,0.49,0.56,0.68,0.6
jgnash.csv,0.48,0.55,0.33,0.41,0.33
openefm.csv,0.53,0.6,0.57,0.67,0.74
synecdoche.csv,0.48,0.44,0.71,0.79,0.61
