,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.93,0.88,0.66,0.61,0.86,0.78,0.17,0.99,0.8,0.87,0.97,0.94,0.85,0.61
cme.csv,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0,1.01,1.0,0.92,0.02
hydrate.csv,0.87,0.88,0.71,1.0,0.93,1.01,1.0,0.6,0.9,0.9,0.66,0.9,0.62,1.01
ivef-sdk.csv,0.79,0.55,0.6,0.7,0.79,0.0,1.04,0.95,0.8,0.77,1.0,1.09,1.0,0.68
jmri.csv,0.61,0.75,0.51,0.95,1.01,0.43,0.75,0.51,0.56,0.72,0.66,0.76,0.79,0.85
jython.csv,0.64,0.86,0.78,0.64,0.94,0.74,0.97,0.22,0.55,0.87,0.86,0.83,0.84,0.75
kdenlive.csv,0.4,0.56,0.62,1.08,0.65,1.16,0.82,0.99,0.55,0.68,0.72,0.54,0.74,0.62
opentibia.csv,0.67,0.31,0.68,0.64,0.73,0.96,0.86,0.38,1.0,0.98,0.62,0.79,0.78,1.05
projectfactory.csv,0.93,0.9,0.66,0.97,0.57,0.95,0.78,0.99,0.63,0.6,0.48,0.74,0.53,0.42
runuomondains.csv,0.55,0.63,0.66,1.04,0.81,1.26,0.86,0.29,0.46,0.93,0.21,0.57,0.72,0.82
somap.csv,0.95,0.92,0.82,0.85,0.81,1.08,0.81,1.0,1.0,0.85,0.94,0.18,1.0,0.79
taverna.csv,0.86,0.85,0.96,0.91,0.48,0.93,0.67,1.14,0.87,0.71,1.0,0.93,1.0,1.0
unbvision.csv,0.51,0.63,0.65,1.1,0.8,1.0,0.85,0.98,0.28,0.77,0.73,0.86,0.63,0.92
x-ray-mule.csv,0.82,0.8,0.88,0.37,0.74,1.0,0.97,0.95,0.88,0.82,1.0,0.71,0.94,0.64
