,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.52,0.5,0.45,0.55,0.86,0.05,0.48,0.16,0.13,0.07,0.48,0.59
cme.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.11,1.0
hydrate.csv,0.21,0.26,0.38,0.0,0.09,0.0,0.0,0.46,0.12,0.12,0.58,0.12,0.59,0.0
ivef-sdk.csv,0.54,0.54,0.63,0.68,0.48,1.0,0.25,0.06,0.53,0.57,0.0,0.0,0.0,0.64
jmri.csv,0.44,0.29,0.61,0.2,0.17,0.62,0.5,0.55,0.52,0.35,0.42,0.36,0.28,0.47
jython.csv,0.64,0.43,0.27,0.65,0.25,0.62,0.13,0.85,0.56,0.16,0.45,0.28,0.49,0.62
kdenlive.csv,0.74,0.62,0.55,0.25,0.57,0.19,0.3,0.05,0.74,0.48,0.63,0.59,0.62,0.75
opentibia.csv,0.45,0.8,0.46,0.5,0.5,0.05,0.43,0.7,0.0,0.04,0.59,0.25,0.55,0.0
projectfactory.csv,0.09,0.12,0.46,0.04,0.52,0.07,0.31,0.05,0.5,0.56,0.71,0.32,0.7,0.76
runuomondains.csv,0.52,0.42,0.64,0.24,0.36,0.09,0.47,0.78,0.67,0.27,0.87,0.49,0.46,0.49
somap.csv,0.21,0.3,0.5,0.46,0.54,0.0,0.52,0.0,0.0,0.47,0.27,0.85,0.0,0.57
taverna.csv,0.17,0.19,0.05,0.12,0.64,0.09,0.45,0.1,0.16,0.4,0.0,0.09,0.0,0.0
unbvision.csv,0.67,0.45,0.44,0.25,0.36,0.0,0.39,0.09,0.84,0.3,0.65,0.18,0.65,0.3
x-ray-mule.csv,0.27,0.26,0.18,0.81,0.48,0.0,0.14,0.06,0.43,0.51,0.0,0.5,0.07,0.44
