,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.68,0.46,0.87,0.62,0.74,0.0,0.91,0.57,0.74,0.7,0.68,0.76,0.77,0.64,0.47,0.54
bdbbasic.csv,0.47,0.32,0.59,0.59,0.65,0.53,0.8,0.64,0.05,0.76,0.55,0.54,0.61,0.54,0.52,0.4
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0
echongl.csv,0.77,0.92,0.71,0.69,0.82,0.94,0.83,0.97,0.74,0.03,0.47,0.73,1.03,0.64,0.72,0.77
etherboot.csv,0.74,0.91,0.86,0.77,0.0,0.8,0.9,0.72,0.79,0.91,0.67,0.72,0.63,0.63,0.45,0.81
freebios.csv,0.64,0.78,0.93,0.9,0.77,0.62,0.0,0.82,0.63,0.86,0.78,0.84,0.76,0.8,1.07,0.74
gebr.csv,0.87,0.69,0.92,0.55,0.67,0.82,0.89,0.12,0.71,0.95,0.91,0.74,1.02,0.75,0.84,0.81
glelite.csv,1.0,0.99,0.99,0.97,0.98,1.0,0.89,1.0,1.0,0.95,0.99,0.95,0.0,0.88,0.99,1.0
gnukeda.csv,0.62,0.49,0.54,0.06,0.76,0.58,0.81,0.49,0.41,0.86,0.59,0.65,0.82,0.5,0.74,0.76
google-gears.csv,0.63,0.63,0.66,0.62,0.87,0.9,0.98,0.64,0.84,0.74,0.55,0.02,1.0,0.55,0.66,0.64
gstreamer.csv,0.59,0.39,0.61,0.68,0.72,0.74,0.75,0.51,0.73,0.76,0.7,0.59,0.57,0.04,0.55,0.67
jnode.csv,0.92,1.08,0.0,0.9,0.9,1.0,0.6,0.96,1.0,0.98,0.75,0.88,0.99,0.93,1.0,0.97
metacosm.csv,0.6,0.64,0.55,0.77,0.83,0.39,0.76,0.71,0.55,0.65,0.64,0.68,0.78,0.66,0.71,0.04
openmeetings.csv,0.61,0.01,0.67,0.65,0.69,0.4,0.86,0.71,0.58,0.81,0.66,0.76,0.81,0.64,0.72,0.58
tradelink.csv,0.72,0.82,0.94,0.63,0.84,0.61,0.9,0.85,0.64,0.85,0.0,0.77,1.02,0.51,0.71,0.67
wxcrp.csv,0.1,0.8,0.7,0.9,0.96,1.0,0.98,0.9,0.95,0.94,0.75,0.84,0.91,0.82,0.66,0.77
