,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.39,0.62,0.22,0.43,0.31,1.0,0.23,0.48,0.3,0.38,0.49,0.28,0.27,0.43,0.67,0.6
bdbbasic.csv,0.69,0.8,0.67,0.5,0.52,0.66,0.33,0.41,0.96,0.57,0.62,0.54,0.44,0.59,0.82,0.69
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0
echongl.csv,0.5,0.11,0.5,0.58,0.51,0.39,0.36,0.04,0.61,0.98,0.64,0.51,0.0,0.57,0.37,0.34
etherboot.csv,0.57,0.4,0.22,0.3,1.0,0.49,0.41,0.48,0.5,0.36,0.49,0.56,0.5,0.64,0.68,0.39
freebios.csv,0.5,0.27,0.14,0.36,0.45,0.53,1.0,0.45,0.57,0.34,0.46,0.39,0.35,0.44,0.0,0.34
gebr.csv,0.42,0.67,0.4,0.67,0.62,0.52,0.43,0.9,0.63,0.21,0.37,0.59,0.0,0.59,0.49,0.53
glelite.csv,0.0,0.05,0.05,0.13,0.09,0.0,0.39,0.0,0.0,0.21,0.05,0.21,1.0,0.4,0.05,0.0
gnukeda.csv,0.65,0.7,0.72,0.95,0.57,0.66,0.34,0.61,0.66,0.45,0.66,0.52,0.47,0.58,0.56,0.58
google-gears.csv,0.67,0.6,0.61,0.65,0.44,0.36,0.36,0.66,0.47,0.62,0.7,0.98,0.0,0.69,0.72,0.64
gstreamer.csv,0.58,0.7,0.56,0.38,0.4,0.57,0.38,0.56,0.57,0.56,0.45,0.55,0.49,0.97,0.8,0.63
jnode.csv,0.12,0.23,1.0,0.18,0.17,0.0,0.51,0.35,0.0,0.02,0.3,0.18,0.01,0.14,0.0,0.13
metacosm.csv,0.47,0.41,0.54,0.27,0.21,0.73,0.33,0.34,0.52,0.55,0.46,0.4,0.26,0.48,0.37,0.97
openmeetings.csv,0.47,1.0,0.42,0.41,0.4,0.72,0.21,0.34,0.47,0.34,0.42,0.28,0.23,0.42,0.37,0.49
tradelink.csv,0.33,0.22,0.07,0.43,0.21,0.71,0.14,0.19,0.42,0.42,1.0,0.28,0.24,0.59,0.37,0.38
wxcrp.csv,0.92,0.42,0.56,0.12,0.06,0.0,0.02,0.12,0.06,0.09,0.3,0.19,0.11,0.23,0.6,0.53
