,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.24,0.67,1.0,0.94,0.9,0.71,0.08,0.1,0.66,0.33,0.12,0.14,0.34,0.12,0.4
amygdala.csv,0.59,0.53,0.56,0.18,0.82,0.52,0.71,0.77,0.62,1.0,0.5,0.25,0.62,0.71,0.3,0.2
cme.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,1.0
dspace-gsoc.csv,0.41,0.4,0.22,0.22,0.24,0.38,0.0,0.31,0.41,0.11,0.97,0.5,0.4,0.37,0.3,0.6
hydrate.csv,0.11,0.3,0.26,0.0,0.06,0.05,0.21,0.15,0.18,0.08,0.31,0.75,0.15,0.34,0.97,0.6
ivef-sdk.csv,0.69,0.49,0.59,1.0,0.24,0.71,0.64,0.0,0.72,0.63,0.03,0.0,0.56,0.17,0.0,0.8
jmri.csv,0.62,0.97,0.33,0.51,0.27,0.62,0.93,0.46,0.54,0.84,0.39,0.88,0.24,0.57,0.45,1.0
kdenlive.csv,0.99,0.49,0.26,0.51,0.64,0.67,0.5,0.77,0.46,0.5,0.78,0.88,0.39,0.4,0.58,1.0
motu.csv,0.06,0.18,0.41,0.0,0.0,0.19,0.0,1.0,0.13,0.05,0.11,0.12,0.04,0.09,0.39,0.0
plplot.csv,0.65,0.52,0.37,0.12,0.36,0.76,0.5,0.77,0.46,0.29,0.39,1.0,0.54,0.57,0.91,1.0
projectfactory.csv,0.3,0.16,0.3,0.45,0.36,0.48,0.57,0.38,0.87,0.29,0.19,0.38,0.06,0.69,0.52,0.4
runuomondains.csv,0.13,0.07,0.04,0.12,0.0,0.1,0.14,0.08,0.08,0.05,0.11,1.0,0.01,0.0,0.3,0.4
somap.csv,1.0,0.98,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,0.6
taverna.csv,0.2,0.15,0.93,0.04,0.3,0.19,0.29,0.08,0.41,0.18,0.25,0.0,0.15,0.14,0.0,0.0
tigermud.csv,0.66,0.49,0.7,0.97,0.94,0.62,0.36,0.38,0.21,0.55,0.92,0.62,0.31,0.86,0.76,1.0
wishmaster.csv,0.2,0.15,0.3,0.06,0.12,0.14,0.86,0.0,0.21,0.16,0.0,0.12,0.15,0.26,0.12,0.4
