,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.87,0.8,0.5,0.03,0.06,0.95,0.81,0.93,0.91,0.67,0.7,0.95,0.88,0.68,0.89,0.69
amygdala.csv,0.54,0.66,0.72,0.96,0.57,0.58,0.61,0.47,0.8,0.0,0.81,0.93,0.62,0.52,0.79,0.9
cme.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.99,1.0,1.0,0.0
dspace-gsoc.csv,0.77,0.74,0.81,0.83,0.77,0.65,1.0,0.7,0.75,0.91,0.03,0.59,0.78,0.66,0.73,0.57
hydrate.csv,0.89,0.73,0.81,1.01,0.95,0.95,0.79,0.87,0.83,0.93,0.84,0.63,0.86,0.67,0.03,0.58
ivef-sdk.csv,0.56,0.67,0.74,0.0,0.97,0.92,0.8,1.0,0.77,0.52,0.97,1.0,1.09,0.89,1.0,0.57
jmri.csv,0.64,0.04,0.82,0.97,1.1,0.83,0.74,0.72,0.66,0.79,0.69,0.31,0.78,0.92,0.72,0.54
kdenlive.csv,0.01,0.62,0.8,0.59,0.68,0.67,0.71,0.61,0.73,0.78,0.67,0.64,0.9,0.66,0.64,0.71
motu.csv,0.94,0.83,0.81,1.0,1.0,0.81,1.0,0.0,0.89,0.95,0.9,0.89,0.97,0.93,0.63,1.02
plplot.csv,0.47,0.68,0.87,1.19,0.94,0.24,0.7,0.61,0.71,0.83,0.74,0.66,0.95,0.64,0.85,0.67
projectfactory.csv,0.77,0.85,0.75,0.56,0.8,0.54,0.66,0.7,0.13,0.78,0.96,0.74,0.96,0.78,0.53,0.79
runuomondains.csv,0.87,0.93,0.96,0.95,1.0,0.91,0.87,0.94,0.92,0.95,0.89,0.0,0.99,1.01,0.7,0.61
somap.csv,1.0,0.99,1.0,1.0,0.89,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.01,1.0,1.0,0.92
taverna.csv,0.84,0.87,0.07,0.96,0.73,0.83,0.73,0.95,0.67,0.83,0.79,1.0,0.86,0.89,1.0,1.04
tigermud.csv,1.03,0.82,0.66,0.07,0.75,0.94,0.93,0.81,0.84,0.94,0.95,0.83,0.77,0.17,0.78,0.46
wishmaster.csv,0.82,0.85,0.72,0.94,0.92,0.86,0.14,1.0,0.82,0.89,1.0,0.89,0.86,0.83,0.89,0.65
