,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.82,0.23,0.38,0.03,0.0,0.95,0.75,0.11,0.14,0.57,0.21,0.37,0.17,0.19,0.16,0.35
amygdala.csv,0.36,0.45,0.57,0.5,0.54,0.33,0.54,0.41,0.7,0.0,0.63,0.54,0.5,0.43,0.37,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dspace-gsoc.csv,0.49,0.43,0.23,0.3,0.14,0.21,0.1,0.11,0.47,0.14,0.0,0.31,0.5,0.19,0.21,0.4
hydrate.csv,0.03,0.22,0.32,0.17,0.11,0.04,0.08,0.2,0.12,0.09,0.47,0.58,0.17,0.14,0.0,0.42
ivef-sdk.csv,0.46,0.43,0.62,0.0,0.6,0.88,0.72,0.02,0.72,0.37,0.0,0.0,1.0,0.33,0.0,0.54
jmri.csv,0.51,0.02,0.47,0.83,0.83,0.74,0.74,0.48,0.47,0.77,0.32,0.29,0.17,0.81,0.47,0.54
kdenlive.csv,0.0,0.35,0.3,0.33,0.57,0.58,0.51,0.57,0.49,0.6,0.63,0.63,0.67,0.29,0.47,0.71
motu.csv,0.03,0.14,0.55,0.0,0.06,0.02,0.02,0.0,0.16,0.11,0.16,0.15,0.17,0.19,0.16,0.19
plplot.csv,0.31,0.48,0.6,0.8,0.69,0.0,0.49,0.57,0.47,0.43,0.42,0.66,0.83,0.48,0.84,0.67
projectfactory.csv,0.31,0.09,0.26,0.1,0.49,0.14,0.51,0.33,0.0,0.31,0.53,0.39,0.17,0.71,0.21,0.52
runuomondains.csv,0.03,0.07,0.06,0.37,0.09,0.09,0.13,0.15,0.0,0.09,0.0,0.0,0.0,0.14,0.11,0.1
somap.csv,1.0,0.99,1.0,1.0,0.89,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.0,1.0,1.0,0.83
taverna.csv,0.23,0.22,0.0,0.03,0.2,0.18,0.15,0.24,0.33,0.14,0.26,0.07,0.17,0.24,0.0,0.27
tigermud.csv,0.97,0.65,0.58,0.07,0.74,0.86,0.67,0.52,0.28,0.83,0.95,0.75,0.33,0.1,0.74,0.46
wishmaster.csv,0.18,0.09,0.17,0.0,0.29,0.0,0.0,0.04,0.19,0.29,0.0,0.14,0.17,0.38,0.16,0.25
