,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.61,0.48,0.47,0.99,1.0,0.26,0.18,0.17,0.4,0.56,0.75,0.04,0.91,0.75,0.57,0.1
amygdala.csv,0.75,0.51,0.33,0.44,0.59,0.37,0.23,0.34,0.44,1.0,0.6,0.06,0.94,0.74,0.59,0.05
cme.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
dspace-gsoc.csv,0.6,0.45,0.33,0.62,0.62,0.4,0.0,0.44,0.44,0.44,1.0,0.18,0.91,0.76,0.71,0.12
hydrate.csv,0.89,0.55,0.29,0.0,0.33,0.33,0.38,0.18,0.58,0.5,0.55,0.15,0.92,0.8,1.0,0.12
ivef-sdk.csv,0.73,0.5,0.33,1.0,0.28,0.23,0.17,0.0,0.47,0.65,1.0,0.0,0.87,0.46,0.0,0.12
jmri.csv,0.69,0.98,0.26,0.58,0.24,0.24,0.22,0.21,0.51,0.54,0.7,0.29,0.94,0.54,0.62,0.15
kdenlive.csv,1.0,0.55,0.3,0.77,0.51,0.3,0.18,0.28,0.46,0.48,0.7,0.16,0.88,0.7,0.68,0.12
motu.csv,0.8,0.54,0.28,0.0,0.0,0.8,0.0,1.0,0.42,0.33,0.57,0.1,0.75,0.43,0.81,0.0
plplot.csv,0.79,0.49,0.24,0.25,0.33,1.0,0.19,0.28,0.47,0.42,0.64,0.17,0.89,0.67,0.65,0.12
projectfactory.csv,0.64,0.61,0.36,0.91,0.41,0.56,0.21,0.25,1.0,0.5,0.41,0.12,0.8,0.62,0.81,0.07
runuomondains.csv,0.9,0.45,0.25,0.42,0.0,0.29,0.2,0.12,1.0,0.4,1.0,1.0,1.0,0.0,0.83,0.29
somap.csv,0.65,0.47,0.33,0.69,0.52,0.27,0.19,0.22,0.49,0.52,0.65,0.12,1.0,0.62,0.63,0.07
taverna.csv,0.61,0.38,1.0,0.75,0.59,0.29,0.31,0.08,0.53,0.58,0.64,0.0,0.92,0.5,0.0,0.0
tigermud.csv,0.55,0.4,0.38,0.97,0.54,0.21,0.11,0.17,0.4,0.42,0.65,0.1,0.92,0.94,0.64,0.17
wishmaster.csv,0.67,0.6,0.47,1.0,0.29,1.0,1.0,0.0,0.5,0.38,0.0,0.11,0.92,0.53,0.57,0.13
