,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,140.0,199.0,52.0,64.0,62.0,161.0,65.0,82.0,53.0,85.0,0.0,58.0,0.0,125.0,74.0,2.0,0.0,58.0,0.0
botsnscouts.csv,0.0,2.0,3.0,3.0,1.0,3.0,5.0,2.0,0.0,6.0,1.0,4.0,12.0,6.0,0.0,18.0,4.0,0.0,3.0
bscwweasel.csv,1.0,199.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,58.0,64.0,8.0,0.0,24.0,70.0,0.0,1.0
bzbyte.csv,5.0,9.0,2.0,1.0,0.0,27.0,5.0,0.0,7.0,0.0,1.0,4.0,18.0,52.0,0.0,13.0,2.0,0.0,10.0
capcode.csv,2.0,199.0,1.0,0.0,0.0,6.0,65.0,0.0,4.0,0.0,0.0,1.0,64.0,125.0,0.0,0.0,3.0,0.0,0.0
emite.csv,3.0,1.0,0.0,1.0,0.0,3.0,8.0,11.0,7.0,7.0,0.0,0.0,20.0,24.0,0.0,19.0,0.0,0.0,1.0
fbmanager.csv,4.0,1.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,3.0,0.0,6.0,64.0,14.0,0.0,2.0,0.0,0.0,1.0
lcfizvtop.csv,3.0,7.0,2.0,1.0,0.0,14.0,13.0,23.0,2.0,4.0,0.0,0.0,64.0,20.0,1.0,21.0,3.0,0.0,0.0
mediaportal.csv,0.0,0.0,2.0,1.0,0.0,49.0,10.0,0.0,4.0,3.0,0.0,58.0,64.0,35.0,3.0,0.0,3.0,1.0,11.0
nodal.csv,0.0,5.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,0.0,2.0,6.0,25.0,17.0,0.0,20.0,4.0,1.0,0.0
paintown.csv,0.0,1.0,2.0,1.0,0.0,22.0,6.0,10.0,5.0,2.0,1.0,10.0,20.0,56.0,0.0,0.0,3.0,0.0,10.0
powerfolder.csv,140.0,199.0,52.0,64.0,0.0,0.0,1.0,82.0,0.0,85.0,0.0,58.0,64.0,0.0,0.0,1.0,70.0,0.0,161.0
retromenu.csv,3.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,58.0,64.0,5.0,0.0,7.0,70.0,0.0,0.0
smbopensoft.csv,0.0,0.0,2.0,2.0,0.0,32.0,5.0,0.0,7.0,0.0,0.0,58.0,17.0,17.0,2.0,17.0,2.0,0.0,9.0
sqlpower-library.csv,8.0,0.0,2.0,8.0,0.0,32.0,4.0,0.0,8.0,0.0,5.0,8.0,24.0,49.0,0.0,20.0,7.0,0.0,7.0
st-filteredstatistics.csv,2.0,2.0,0.0,5.0,0.0,17.0,8.0,7.0,2.0,1.0,0.0,0.0,22.0,36.0,1.0,19.0,1.0,0.0,10.0
triplea.csv,2.0,1.0,0.0,0.0,1.0,11.0,6.0,11.0,2.0,0.0,0.0,9.0,9.0,10.0,1.0,3.0,2.0,1.0,3.0
uface.csv,2.0,1.0,0.0,0.0,0.0,10.0,10.0,13.0,3.0,4.0,0.0,0.0,33.0,72.0,0.0,5.0,1.0,0.0,0.0
