,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.8,0.0,0.0,0.5
botsnscouts.csv,0.48,0.95,0.38,0.5,0.38,0.8,0.37,0.38,0.44,0.81,0.53,0.64,0.64,0.73,0.45,0.38,0.88,0.53,0.83
bscwweasel.csv,0.86,0.0,0.8,0.0,0.79,0.95,0.71,0.71,0.5,0.83,0.8,0.5,0.0,0.92,0.8,0.61,0.0,0.72,0.91
bzbyte.csv,0.48,0.44,0.36,0.5,0.4,0.56,0.4,0.43,0.38,0.36,0.34,0.47,0.45,0.49,0.38,0.36,0.51,0.35,0.44
capcode.csv,0.88,0.5,0.75,0.5,0.88,0.94,0.0,0.91,0.86,0.83,0.75,0.86,0.92,0.83,0.85,0.97,0.75,0.9,0.8
emite.csv,0.51,0.31,0.3,0.55,0.45,0.66,0.59,0.5,0.38,0.43,0.32,0.49,0.56,0.49,0.37,0.37,0.59,0.36,0.94
fbmanager.csv,0.61,0.44,0.5,0.48,0.4,0.95,0.61,0.4,0.57,0.52,0.71,0.73,0.92,0.73,0.48,0.45,0.67,0.71,0.69
lcfizvtop.csv,0.8,0.79,0.54,0.89,0.46,0.94,0.49,0.71,0.71,0.61,0.37,0.82,0.75,0.91,0.42,0.66,0.46,0.56,0.62
mediaportal.csv,0.8,0.66,0.93,0.5,0.51,0.57,0.47,0.53,0.81,0.75,0.75,0.0,0.67,0.8,0.79,0.95,0.7,0.8,0.98
nodal.csv,0.89,0.8,0.54,0.94,0.48,0.94,0.62,0.59,0.65,0.76,0.82,0.86,0.66,0.82,0.62,0.72,0.8,0.48,0.95
paintown.csv,0.51,0.35,0.54,0.38,0.43,0.47,0.35,0.39,0.6,0.4,0.42,0.65,0.55,0.47,0.43,0.49,0.61,0.45,0.5
powerfolder.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.97,0.0,0.0,0.0
retromenu.csv,0.94,0.5,0.88,0.67,0.57,0.91,0.52,0.67,0.86,0.75,0.88,0.5,0.0,0.9,0.65,0.78,0.0,0.88,0.8
smbopensoft.csv,0.93,0.44,0.62,0.88,0.5,0.62,0.46,0.7,0.73,0.45,0.42,0.0,0.47,0.83,0.89,0.71,0.57,0.57,0.62
sqlpower-library.csv,0.48,0.27,0.39,0.47,0.43,0.51,0.37,0.4,0.4,0.35,0.46,0.48,0.38,0.37,0.34,0.36,0.69,0.32,0.46
st-filteredstatistics.csv,0.46,0.97,0.4,0.48,0.42,0.51,0.37,0.38,0.37,0.34,0.33,0.48,0.46,0.46,0.47,0.39,0.39,0.48,0.44
triplea.csv,0.49,0.86,0.41,0.6,0.38,0.64,0.41,0.47,0.78,0.47,0.44,0.61,0.47,0.59,0.5,0.5,0.5,0.38,0.49
uface.csv,0.46,0.27,0.29,0.48,0.47,0.49,0.37,0.55,0.32,0.36,0.3,0.41,0.42,0.34,0.35,0.37,0.4,0.38,0.38
