,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.02,0.04,0.0,0.02
botsnscouts.csv,0.49,0.2,0.58,0.36,0.52,0.54,0.74,0.58,0.94,0.26,0.43,0.31,0.37,0.96,0.46,0.69,0.07,0.38,0.32
bscwweasel.csv,0.29,0.0,0.11,0.04,0.33,0.96,0.37,0.37,0.09,0.26,0.12,0.0,0.0,0.45,0.11,0.45,0.0,0.36,0.11
bzbyte.csv,0.6,0.56,0.33,0.58,0.37,0.61,0.72,0.71,0.59,0.46,0.53,0.64,0.6,0.66,0.99,0.61,0.5,0.0,0.63
capcode.csv,0.05,0.0,0.11,0.07,0.18,0.29,0.0,0.93,0.09,0.05,0.12,0.21,0.0,0.0,0.25,0.09,0.04,0.2,0.05
emite.csv,0.56,0.38,0.53,0.59,0.57,0.67,0.52,0.51,0.59,0.65,0.44,0.75,0.63,0.88,0.55,0.59,0.89,0.0,0.16
fbmanager.csv,0.37,0.38,0.52,0.98,0.5,0.24,0.42,0.56,0.42,0.34,0.36,0.31,0.0,0.64,0.42,0.63,0.07,0.28,0.31
lcfizvtop.csv,0.35,0.36,0.54,0.3,0.47,0.12,0.47,0.1,0.25,0.3,0.69,1.0,0.0,0.24,0.52,0.46,0.49,0.33,0.42
mediaportal.csv,0.07,0.47,0.35,0.04,0.56,0.43,0.47,0.45,0.34,0.05,0.12,0.0,0.0,0.44,0.33,0.93,0.59,0.0,0.22
nodal.csv,0.32,0.35,0.45,0.3,0.5,0.29,0.37,0.37,0.37,0.93,0.27,0.11,0.35,0.45,0.32,0.45,0.04,0.0,0.19
paintown.csv,0.97,0.42,0.64,0.7,0.7,0.66,0.65,0.5,0.4,0.61,0.52,0.48,0.37,0.65,0.56,0.57,0.54,0.62,0.63
powerfolder.csv,0.0,0.0,0.0,0.0,0.09,0.06,0.17,0.0,0.05,0.0,0.04,0.0,0.0,1.0,0.06,0.13,0.0,0.02,0.0
retromenu.csv,0.25,0.42,0.26,0.11,0.33,0.24,0.96,0.29,0.31,0.16,0.25,0.0,0.0,0.45,0.3,0.44,0.0,0.17,0.05
smbopensoft.csv,0.16,0.97,0.41,0.14,0.46,0.52,0.54,0.53,0.3,0.45,0.62,0.0,0.63,0.8,0.29,0.42,0.57,0.41,0.44
sqlpower-library.csv,0.57,0.3,0.57,0.46,1.0,0.7,0.71,0.55,0.63,0.56,0.36,0.69,0.54,0.77,0.63,0.58,0.45,0.0,0.53
st-filteredstatistics.csv,0.69,0.18,0.53,0.63,0.54,0.51,0.73,0.67,0.69,0.56,0.98,0.53,0.59,0.84,0.54,0.54,0.6,0.53,0.68
triplea.csv,0.55,0.06,1.0,0.4,0.55,0.48,0.67,0.36,0.3,0.58,0.61,0.39,0.63,0.94,0.48,0.61,0.51,0.0,0.59
uface.csv,0.26,0.09,0.47,0.6,0.22,0.62,0.36,0.69,0.45,0.43,0.56,0.09,0.3,0.21,0.36,0.39,0.67,0.0,1.0
