,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.57,0.23,0.49,0.36,0.67,0.3,0.32,0.35,0.42,0.65,0.38
gamestone.csv,0.02,0.17,0.17,0.39,0.34,0.0,0.01,0.41,0.26,0.15,0.02
gbif-providertoolkit.csv,0.83,0.58,0.28,0.33,0.28,0.09,0.82,0.34,0.51,0.6,0.28
heekscad.csv,0.34,0.17,0.18,0.28,0.57,0.26,0.55,0.41,0.45,0.37,0.41
igarden.csv,0.11,0.1,0.35,0.35,0.49,0.22,0.3,0.23,0.32,0.32,0.41
levent.csv,0.23,0.1,0.0,0.0,0.67,0.3,0.46,0.0,0.0,0.0,0.48
lportal.csv,0.21,0.04,0.17,0.01,0.0,0.09,0.0,0.33,0.18,0.01,0.06
natpad.csv,0.57,0.44,0.7,0.93,0.67,0.35,0.49,0.98,0.81,0.49,0.38
openmsx.csv,0.87,0.88,0.44,0.89,0.27,0.65,0.5,0.55,0.0,0.32,0.41
owlapi.csv,0.83,0.29,0.37,0.17,0.67,0.48,0.86,0.27,0.14,0.8,0.41
xcsoar.csv,0.17,0.13,0.27,0.51,0.4,0.26,0.26,0.31,0.49,0.49,0.47
