,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.76,0.09,1.0,0.02,0.71,0.35,0.44,0.46,0.26,0.74,0.49,0.07,1.0
avifile.csv,0.75,0.28,1.0,0.0,0.44,0.4,0.33,0.27,0.22,0.52,0.26,0.09,0.82
baadengine.csv,0.93,0.06,0.95,0.01,0.72,0.27,0.31,0.27,0.17,0.51,0.3,0.13,0.81
gdis.csv,0.85,0.03,0.98,0.0,0.62,0.36,0.37,0.24,0.19,0.39,0.41,0.1,0.96
gogoego.csv,0.82,0.0,0.96,0.03,0.63,0.24,0.42,0.33,0.2,0.43,0.3,0.09,0.9
impala.csv,0.75,0.08,0.99,0.03,0.57,0.3,0.26,0.21,0.16,0.21,0.21,0.21,0.78
jgameai.csv,1.0,0.17,0.75,0.0,0.86,0.4,0.31,0.21,0.14,0.48,0.46,0.17,0.5
jhotdraw.csv,0.73,0.09,0.98,0.02,0.56,0.3,0.0,0.24,0.44,0.28,0.45,0.07,0.73
patterntesting.csv,0.75,0.06,0.98,0.01,0.62,0.29,0.31,0.24,0.2,0.66,0.29,0.08,0.8
pokeglobal.csv,0.82,0.07,0.98,0.04,0.82,0.24,0.31,0.33,0.17,0.43,0.3,0.11,0.88
werx.csv,0.75,0.08,1.0,0.01,0.58,0.29,0.31,0.23,0.18,0.38,0.28,0.12,0.81
zealos.csv,0.91,0.15,0.98,0.0,1.0,0.33,0.48,0.26,0.19,0.44,0.36,0.1,0.85
