,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.38,0.46,0.0,0.45,0.24,0.44,0.46,0.15,0.11,0.15,0.33,0.14,0.0
avifile.csv,0.16,0.2,0.0,0.44,0.17,0.29,0.03,0.38,0.28,0.3,0.25,0.29,0.85
baadengine.csv,0.18,0.91,0.5,0.76,0.28,0.35,1.0,0.82,0.96,0.49,0.98,0.95,1.0
gdis.csv,0.21,0.43,0.75,0.6,0.62,0.37,0.76,0.82,0.72,1.0,0.35,0.62,0.15
gogoego.csv,0.3,0.55,1.0,0.38,0.62,0.83,0.53,0.3,0.51,0.7,0.89,0.69,0.38
impala.csv,0.12,0.69,0.25,0.33,0.83,0.81,0.46,0.6,0.6,0.4,0.35,0.26,0.31
jgameai.csv,0.0,0.31,0.75,0.19,0.03,0.33,1.0,0.29,0.11,0.26,0.13,0.27,0.23
jhotdraw.csv,0.87,0.62,0.75,0.52,0.97,0.67,0.0,0.83,0.17,0.6,0.29,0.42,0.31
patterntesting.csv,1.0,0.95,1.0,0.97,0.86,0.97,1.0,0.96,0.81,0.21,0.96,0.69,0.92
pokeglobal.csv,0.65,0.78,1.0,0.24,0.21,0.3,1.0,0.42,0.82,0.83,0.64,0.63,0.15
werx.csv,0.99,0.85,0.0,1.0,0.97,1.0,1.0,0.94,1.0,1.0,0.96,0.96,1.0
zealos.csv,0.07,0.17,0.5,0.26,0.0,0.19,0.37,0.49,0.27,0.68,0.49,0.15,0.54
