,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.67,0.73,0.64,0.96,0.42
minig.csv,0.98,0.85,0.44,0.99,0.98
ossbuild.csv,0.75,0.51,0.72,0.38,0.71
rezilla.csv,0.31,0.77,0.64,0.88,0.93
webdriver.csv,0.86,0.35,0.74,1.0,0.65
