,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.42,0.47,0.44,0.23,0.65
minig.csv,0.47,0.49,0.62,0.22,0.04
ossbuild.csv,0.32,0.66,0.39,0.44,0.4
rezilla.csv,0.7,0.36,0.47,0.14,0.12
webdriver.csv,0.21,0.73,0.45,0.0,0.49
