,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.29,0.15,0.39,0.63,0.37
ingex.csv,0.32,0.17,0.57,0.47,0.36
jgnash.csv,0.4,0.32,0.42,0.43,0.36
openefm.csv,0.52,0.16,0.3,0.43,0.34
synecdoche.csv,0.37,0.15,0.32,0.23,0.62
