,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.4,0.24,0.54,0.67,0.51
ingex.csv,0.44,0.28,0.56,0.62,0.39
jgnash.csv,0.51,0.44,0.52,0.47,0.41
openefm.csv,0.6,0.24,0.36,0.45,0.36
synecdoche.csv,0.48,0.24,0.25,0.19,0.62
