,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.44,0.18,0.16,0.6,0.0,0.27,0.22,0.06,0.11,0.37,0.0,0.0,0.3
empserver.csv,0.64,0.16,0.3,0.4,0.0,0.47,0.11,0.13,0.51,0.7,0.13,0.62,0.72
emulemorph.csv,0.0,0.0,0.13,0.04,0.0,0.04,0.0,0.2,0.0,0.31,0.0,0.0,0.19
google-web-toolkit.csv,0.64,0.15,0.36,0.26,0.0,0.36,0.11,0.14,0.38,0.29,0.16,0.65,0.7
htmlunit.csv,0.47,0.22,0.48,0.4,0.0,0.57,0.32,0.15,0.39,0.58,0.23,0.39,0.5
jaxen.csv,0.57,0.27,0.32,0.37,0.01,0.48,0.56,0.1,0.49,0.62,0.16,0.51,0.69
jguard.csv,0.66,0.16,0.29,0.46,0.0,0.47,0.11,0.11,0.52,0.69,0.18,0.68,0.64
kowari.csv,0.42,0.06,0.33,0.24,0.0,0.5,0.11,0.12,0.44,0.37,0.41,0.31,0.47
maidsafe-dht.csv,0.35,0.36,0.5,0.27,0.0,0.53,0.16,0.16,0.44,0.6,0.15,0.58,0.36
mimosa.csv,0.6,0.15,0.34,0.41,0.01,0.51,0.11,0.1,0.58,0.62,0.26,0.81,0.63
vdsf.csv,0.68,0.25,0.3,0.45,0.0,0.39,0.05,0.07,0.51,0.66,0.07,0.47,0.63
xbrlapi.csv,0.7,0.02,0.26,0.22,0.0,0.4,0.16,0.17,0.43,0.2,0.06,0.63,0.44
