,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.45,0.8,0.21,0.67,0.0,0.3,0.6,0.17,0.07,0.28,0.0,0.0,0.2
empserver.csv,0.86,1.0,0.86,0.74,1.0,0.99,1.0,1.0,0.7,0.64,0.86,0.92,0.92
emulemorph.csv,0.0,0.0,0.07,0.02,0.0,0.02,0.0,0.83,0.0,0.25,0.0,0.0,0.12
google-web-toolkit.csv,0.88,0.23,0.5,0.21,0.0,0.37,0.6,0.67,0.47,0.19,1.0,0.87,0.68
htmlunit.csv,0.45,0.97,0.71,0.48,0.0,0.63,0.6,0.67,0.43,0.61,0.57,0.37,0.44
jaxen.csv,0.69,0.82,0.79,0.64,1.0,0.67,1.0,0.83,0.87,0.83,0.86,0.68,0.78
jguard.csv,0.93,1.0,0.86,1.0,1.0,0.99,1.0,1.0,0.57,1.0,1.0,0.84,0.68
kowari.csv,0.36,0.04,0.5,0.19,0.0,0.75,0.4,0.67,0.67,0.31,0.86,0.21,0.43
maidsafe-dht.csv,0.26,0.55,0.64,0.26,0.0,0.61,0.6,0.83,0.6,0.67,0.57,0.68,0.26
mimosa.csv,0.67,0.92,0.71,0.57,1.0,0.98,0.8,0.83,0.73,0.69,0.71,0.84,0.72
vdsf.csv,0.88,0.36,0.86,0.83,0.0,0.77,0.4,0.5,0.97,0.94,0.43,0.63,0.73
xbrlapi.csv,0.74,0.01,0.36,0.26,0.0,0.55,0.6,0.83,0.63,0.11,0.29,0.63,0.36
