,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.62,0.69,0.33,0.24,0.11,0.42,0.23,0.23,0.05,0.24,0.05,0.07,0.17
empserver.csv,0.85,1.0,0.9,0.82,0.99,1.0,1.0,0.79,0.55,0.21,0.97,0.95,0.88
emulemorph.csv,0.0,0.0,0.0,0.02,0.0,0.01,0.09,0.37,0.0,0.42,0.0,0.0,0.14
google-web-toolkit.csv,0.9,0.16,0.3,0.19,0.93,0.31,0.59,0.45,0.54,0.15,0.92,0.74,0.37
htmlunit.csv,0.5,0.66,0.3,0.37,0.12,0.27,0.13,0.42,0.41,0.55,0.31,0.45,0.46
jaxen.csv,0.75,0.41,0.72,0.77,0.33,0.52,0.1,0.86,0.89,0.94,0.78,0.9,0.69
jguard.csv,0.95,1.0,0.97,0.99,0.97,1.0,0.94,0.92,0.34,1.0,0.82,0.57,0.65
kowari.csv,0.35,0.01,0.35,0.16,0.06,0.57,0.37,0.56,0.71,0.36,0.21,0.12,0.54
maidsafe-dht.csv,0.22,0.15,0.22,0.29,0.1,0.31,0.35,0.51,0.59,0.61,0.53,0.62,0.22
mimosa.csv,0.57,0.99,0.58,0.51,0.8,0.86,0.82,0.83,0.43,0.61,0.33,0.21,0.78
vdsf.csv,0.75,0.14,0.88,0.79,0.96,0.99,0.9,0.79,0.96,1.0,0.96,0.95,0.82
xbrlapi.csv,0.38,0.0,0.32,0.45,0.73,0.56,0.37,0.46,0.71,0.0,0.78,0.33,0.35
