,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.0,3.0,1.0,8.0,2.0,0.0,8.0,25.0,1.0,8.0
aime.csv,7.0,0.0,30.0,405.0,1.0,2.0,4.0,1.0,3.0,0.0
badtrinitycore.csv,49.0,1.0,2.0,1.0,10.0,6.0,3.0,22.0,2.0,2.0
electric-core.csv,4.0,1.0,13.0,13.0,13.0,4.0,7.0,11.0,0.0,2.0
geochat.csv,8.0,0.0,3.0,90.0,1.0,1.0,4.0,1.0,0.0,0.0
mumble.csv,9.0,0.0,22.0,19.0,2.0,0.0,1.0,0.0,0.0,2.0
olsrd.csv,6.0,0.0,3.0,5.0,1.0,1.0,14.0,85.0,2.0,2.0
silvertree.csv,4.0,0.0,5.0,28.0,3.0,0.0,15.0,87.0,4.0,12.0
skia.csv,1.0,0.0,4.0,10.0,1.0,0.0,4.0,2.0,2.0,8.0
t-2.csv,3.0,3.0,1.0,2.0,11.0,6.0,14.0,2.0,4.0,9.0
