,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.84,0.73,0.61,0.6,0.65,0.05,0.61,0.23,0.39,0.12
aime.csv,0.51,0.36,0.33,0.0,0.7,0.1,0.28,0.14,0.39,0.34
badtrinitycore.csv,0.0,0.01,0.46,0.83,0.47,0.56,0.79,0.48,0.56,0.37
electric-core.csv,0.6,0.63,0.64,0.64,0.65,0.55,0.64,0.64,0.56,0.58
geochat.csv,0.53,0.21,0.36,0.05,0.17,0.05,0.19,0.02,0.11,0.51
mumble.csv,0.3,0.0,0.38,0.13,0.72,0.69,0.86,0.41,0.49,0.61
olsrd.csv,0.57,0.77,0.58,0.61,0.5,0.44,0.72,0.63,0.6,0.6
silvertree.csv,0.66,0.71,0.67,0.63,0.47,0.8,0.63,0.34,0.57,0.34
skia.csv,0.65,0.6,0.58,0.73,0.47,0.24,0.69,0.64,0.61,0.09
t-2.csv,0.55,0.53,0.38,0.52,0.52,0.55,0.57,0.67,0.46,0.57
