,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.36,0.8,0.67,0.61,0.88,0.92,0.64,0.8
aime.csv,0.5,0.46,0.75,0.98,0.92,0.56,0.65,0.94
badtrinitycore.csv,0.8,0.8,0.99,0.98,0.74,0.69,0.9,0.74
electric-core.csv,0.35,0.85,0.86,0.71,0.65,0.79,0.72,0.71
geochat.csv,0.39,0.89,0.99,0.98,0.79,0.54,0.59,0.85
mumble.csv,0.42,0.33,0.54,0.78,0.88,0.61,0.52,0.8
olsrd.csv,0.3,0.39,0.45,0.41,0.41,0.4,0.47,0.5
t-2.csv,0.93,0.97,0.89,0.74,0.94,0.96,0.99,0.6
