,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.75,0.22,0.34,0.12,0.68,0.82,0.57,0.31,0.24,0.46,0.55,0.25,0.43
echongl.csv,0.43,0.18,0.85,0.75,0.21,0.66,0.61,0.77,0.16,0.03,0.85,0.71,0.0
les-indemodables.csv,0.49,0.23,0.58,0.69,0.16,0.74,0.54,0.38,0.35,0.18,0.13,0.19,0.14
mbse.csv,0.25,0.17,0.49,0.26,0.87,0.59,0.51,0.31,0.41,0.26,0.57,0.49,0.14
ns-3-dev-def-routing.csv,0.4,0.33,0.71,0.99,0.18,0.38,0.31,0.77,0.37,0.68,0.21,0.54,0.71
psycle.csv,0.5,0.32,0.62,0.88,0.66,0.7,0.62,0.62,0.47,0.86,0.89,0.35,0.21
qpe.csv,0.3,0.05,0.3,0.61,0.03,0.16,0.48,0.23,0.24,0.12,0.52,0.21,0.14
simplewebservices.csv,0.9,0.92,0.88,1.0,0.76,0.8,0.93,0.77,0.98,0.98,0.41,0.57,1.0
v8.csv,0.55,0.73,0.49,0.86,1.0,0.54,0.76,0.15,0.57,0.85,0.84,0.46,0.86
wikipediardware.csv,0.48,0.33,0.86,0.96,0.95,0.99,0.8,0.46,0.49,0.85,0.97,0.81,0.21
wxstudio.csv,0.43,0.17,0.35,0.22,0.42,0.56,0.34,0.31,0.31,0.32,0.02,0.23,0.86
xamj.csv,0.66,0.67,0.18,0.98,0.39,0.62,0.87,0.46,0.55,0.62,0.43,0.21,0.64
