,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.11,1.0,0.04,0.0,0.12,0.5,0.0,0.43,0.37,0.43,0.95,1.0,0.5,0.12,0.93,0.97,0.44
baadengine.csv,0.75,0.8,0.28,1.0,0.49,0.46,1.0,0.94,0.87,0.8,0.9,1.0,1.0,0.5,1.0,1.0,0.93
bibedt.csv,0.21,0.4,0.35,1.0,0.46,0.65,0.77,0.33,0.66,0.3,0.7,0.5,0.6,0.38,0.54,0.41,0.68
exl.csv,0.28,0.6,0.82,1.0,0.76,0.96,0.53,0.83,0.81,0.37,0.6,0.0,0.6,0.25,0.33,0.21,0.78
gdis.csv,0.72,0.2,0.84,0.0,0.78,0.5,1.0,0.75,0.79,1.0,0.8,1.0,0.5,0.62,0.86,0.62,0.95
gogoego.csv,0.18,0.0,0.18,1.0,0.63,0.5,0.83,0.49,0.4,0.83,0.45,0.5,0.6,0.75,0.79,0.21,0.59
httpcontentparser.csv,0.24,0.2,0.31,0.0,0.59,0.04,0.07,0.54,0.9,0.2,0.75,0.5,0.5,0.12,0.0,0.38,0.39
jaxlib.csv,0.29,0.2,0.16,0.0,0.71,0.58,0.47,0.65,0.18,0.7,0.65,1.0,0.5,0.5,0.3,0.34,0.9
jgameai.csv,0.27,0.8,0.02,0.0,0.15,0.54,0.33,0.11,0.06,0.2,0.05,0.5,0.2,0.0,0.26,0.03,0.0
jhotdraw.csv,0.75,0.6,0.87,1.0,0.93,0.85,0.0,0.86,0.56,0.43,0.45,0.5,0.4,0.5,0.33,0.24,0.83
loki-lib.csv,0.44,0.4,0.33,1.0,0.54,0.38,1.0,0.49,0.55,0.8,0.55,0.5,0.3,0.25,1.0,0.72,0.37
patterntesting.csv,0.96,0.8,0.91,1.0,0.98,1.0,0.9,0.94,0.94,0.63,1.0,1.0,0.9,0.75,0.77,0.76,0.98
pokeglobal.csv,0.75,0.6,0.95,1.0,0.73,0.58,1.0,0.73,0.94,0.73,0.6,0.5,1.0,0.38,0.93,0.52,0.83
werx.csv,0.98,1.0,0.96,1.0,0.98,1.0,1.0,0.87,1.0,0.97,0.95,1.0,1.0,1.0,0.98,1.0,0.51
xbg.csv,0.61,0.2,0.01,0.0,0.02,0.0,0.2,0.11,0.02,0.3,0.25,0.0,0.4,0.88,0.14,0.28,0.12
zealos.csv,0.22,0.4,0.21,0.0,0.07,0.23,0.7,0.16,0.26,0.27,0.1,0.0,0.0,0.0,0.32,0.14,0.02
