,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.9,0.18,0.96,1.08,0.88,0.58,1.0,0.67,0.71,0.61,0.95,0.98,0.73,0.88,0.93,0.98,1.02
baadengine.csv,0.3,0.96,0.87,0.8,0.58,0.67,1.0,0.89,0.95,0.61,0.82,0.98,0.98,0.62,1.0,1.0,0.7
bibedt.csv,0.79,0.7,1.2,0.44,0.59,0.67,0.47,0.72,0.68,0.7,0.43,0.61,0.46,0.64,0.51,0.64,0.56
exl.csv,0.74,0.84,1.02,0.76,0.63,0.84,0.54,0.79,0.73,0.74,0.52,1.01,0.63,0.9,0.77,0.81,0.38
gdis.csv,0.54,0.91,0.77,1.19,0.69,0.62,0.82,0.83,0.74,1.0,0.85,0.56,0.57,0.59,0.16,0.65,0.62
gogoego.csv,0.83,1.08,0.96,0.27,0.61,0.8,0.44,0.59,0.71,0.7,0.59,0.57,0.59,0.55,0.44,0.79,0.42
httpcontentparser.csv,0.85,0.95,0.85,1.06,0.61,0.97,0.93,0.65,0.85,0.8,0.33,0.88,0.65,0.88,1.0,0.67,0.65
jaxlib.csv,0.73,0.87,0.88,1.15,0.72,0.61,0.55,0.61,0.83,0.76,0.54,0.04,0.55,0.58,0.7,0.7,0.47
jgameai.csv,0.87,0.31,0.98,1.0,0.85,0.55,0.96,0.9,0.94,0.8,0.98,0.6,0.85,1.0,0.96,0.97,1.0
jhotdraw.csv,0.87,0.91,0.76,0.83,0.97,0.87,1.0,0.98,0.46,0.9,0.76,0.75,0.68,0.96,0.96,0.78,0.79
loki-lib.csv,0.56,0.71,0.72,0.77,0.54,0.68,0.96,0.67,0.69,0.57,0.63,0.78,0.85,0.8,0.62,0.34,0.64
patterntesting.csv,0.92,0.97,1.0,0.97,0.76,0.97,0.71,0.96,0.88,0.4,0.96,0.96,0.74,0.93,0.58,0.7,0.85
pokeglobal.csv,0.62,0.85,1.0,0.32,0.44,0.69,1.0,0.55,0.96,0.43,0.69,0.88,0.9,0.65,1.0,0.65,0.86
werx.csv,0.99,0.85,0.04,1.0,0.97,1.0,1.0,0.95,1.0,1.0,1.0,0.98,1.0,0.98,1.0,0.98,0.85
xbg.csv,0.63,0.81,0.99,1.01,0.99,1.0,0.85,0.89,0.99,0.83,0.93,1.04,0.74,0.27,0.89,0.86,0.99
zealos.csv,0.79,0.61,0.79,1.03,0.93,0.77,0.42,0.85,0.75,0.74,0.9,1.02,1.0,1.0,0.69,0.87,0.98
