,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,2.0,25.0,0.0,3.0,2.0,0.0,0.0,3.0
archive-crawler.csv,7.0,12.0,1.0,1.0,0.0,2.0,3.0,16.0
jcae.csv,92.0,0.0,78.0,0.0,5.0,0.0,0.0,101.0
openmalaria.csv,1.0,31.0,2.0,0.0,1.0,13.0,2.0,5.0
popeye-chess.csv,11.0,11.0,0.0,0.0,1.0,5.0,0.0,7.0
rhex.csv,0.0,13.0,2.0,2.0,7.0,15.0,0.0,0.0
rocrail.csv,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
truevision.csv,8.0,42.0,2.0,2.0,10.0,3.0,0.0,26.0
