,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.38,0.62,0.24,0.17,0.55,0.98,0.46,0.54
archive-crawler.csv,0.1,0.13,0.3,0.41,1.0,0.49,0.43,0.63
jcae.csv,0.0,1.0,0.0,0.02,0.11,0.05,0.04,0.0
openmalaria.csv,0.72,0.59,0.58,0.98,0.58,0.64,0.7,0.82
popeye-chess.csv,0.53,0.71,1.0,0.71,0.57,0.78,0.72,0.8
rhex.csv,0.86,0.26,0.27,0.38,0.54,0.17,0.28,0.46
rocrail.csv,0.29,0.38,0.51,0.15,0.3,0.46,0.36,0.96
truevision.csv,0.46,0.47,0.77,0.72,0.53,0.56,0.98,0.47
