,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,558.0,97.5,97.5,2071.0,197.5,274.5,190.0,2173.5,96.5,99.0,804.5,95.5,99.0,98.5,93.5
glelite.csv,552.0,97.5,97.5,2129.5,197.5,97.5,546.0,2843.5,196.0,99.0,2282.5,197.5,99.0,98.5,96.5
hannosset.csv,382.0,133.0,96.5,410.0,98.5,372.5,0.0,511.5,279.5,92.5,400.0,60.5,93.5,98.5,0.0
ipfilter.csv,748.0,191.0,96.5,2058.0,197.5,196.5,192.0,2747.5,196.0,99.0,739.0,195.5,99.0,98.5,96.5
moving-pictures.csv,162.0,97.5,0.0,305.5,98.5,648.5,262.5,1947.0,96.5,99.0,1812.5,96.5,98.5,97.5,96.5
pclasses.csv,186.0,97.5,0.0,318.0,98.5,77.5,449.5,1156.0,97.5,97.5,1656.5,63.5,85.5,174.0,96.5
pfaedit.csv,173.0,97.5,0.0,712.0,98.5,185.0,53.5,392.0,96.5,99.0,2653.0,96.5,98.5,88.5,75.5
qcad2.csv,178.0,97.5,97.5,833.0,98.5,464.5,278.0,1350.5,196.0,99.0,720.0,96.5,98.5,98.5,96.5
rockbox.csv,157.5,541.0,36.5,338.0,305.0,469.0,284.5,424.5,196.0,98.5,2470.0,88.5,95.5,55.5,96.5
roller.csv,654.5,97.5,97.5,2142.5,197.5,97.5,383.0,2998.5,97.5,99.0,2602.0,197.5,99.0,97.5,96.5
theresa.csv,633.0,97.5,97.5,463.0,98.5,657.0,178.0,537.5,196.0,92.5,1841.5,96.5,98.5,273.5,96.5
tzod.csv,930.5,97.5,97.5,319.0,98.5,751.5,213.5,738.0,196.0,95.5,1148.0,96.5,98.5,98.5,96.5
xinity.csv,1467.5,191.0,97.5,1743.5,195.5,97.5,286.5,2108.5,97.5,99.0,407.0,197.5,99.0,98.5,96.5
zabbix.csv,180.0,97.5,97.5,536.5,98.5,563.5,85.5,880.5,97.5,95.5,1967.0,96.5,98.5,98.5,96.5
