,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.38,0.15,0.9,0.29,0.34,0.27,0.39,0.32,0.35,0.91,0.29,0.49
ctrlr.csv,0.04,0.0,0.03,0.0,0.11,0.11,0.86,0.07,0.9,0.08,0.05,0.11
dvt.csv,0.26,0.18,0.34,0.99,0.3,0.1,0.12,0.34,0.41,0.18,0.26,0.57
flylinkdc.csv,0.97,0.16,0.07,0.32,0.47,0.28,0.27,0.49,0.34,0.3,0.38,0.21
free-evolution.csv,0.28,0.16,0.77,0.34,0.26,0.24,0.27,0.21,0.62,0.33,0.85,0.17
fw4spl.csv,0.16,0.11,0.24,0.17,0.45,0.96,0.25,0.29,0.21,0.29,0.23,0.34
ipfire-wall.csv,0.29,0.17,0.25,0.27,0.0,0.18,0.21,0.97,0.81,0.05,0.12,0.17
ldview.csv,0.5,0.17,0.4,0.34,0.93,0.3,0.19,0.4,0.26,0.13,0.21,0.26
nuttx.csv,0.43,0.15,0.99,0.5,0.42,0.23,0.0,0.37,0.98,0.19,0.36,0.71
uclmda.csv,0.39,0.0,0.72,0.35,0.49,0.22,0.5,0.48,1.0,0.27,0.37,0.45
vdsf.csv,0.41,0.91,0.88,0.43,0.53,0.21,0.42,0.43,0.98,0.25,0.37,0.62
xcf.csv,0.5,0.22,0.82,0.44,0.45,0.26,0.33,0.58,0.68,0.3,0.4,0.98
