,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.65,0.88,1.0,0.82,0.79,0.69,0.65,0.75,0.8,0.17,0.74,0.66
ctrlr.csv,0.99,1.0,0.99,1.0,0.98,0.94,0.24,0.97,0.18,0.93,0.97,0.94
dvt.csv,0.8,0.7,0.81,0.02,0.79,0.9,0.96,0.74,0.81,0.84,0.8,0.88
flylinkdc.csv,0.03,0.86,0.96,0.74,0.61,0.64,0.77,0.57,0.81,0.6,0.61,0.88
free-evolution.csv,0.77,0.82,0.62,0.72,0.84,0.69,0.81,0.86,0.64,0.71,0.24,0.91
fw4spl.csv,0.89,0.93,0.87,0.92,0.69,0.08,0.83,0.83,1.02,0.72,0.85,0.78
ipfire-wall.csv,0.79,0.75,0.88,0.79,1.01,0.77,0.84,0.06,0.33,0.96,0.92,0.91
ldview.csv,0.5,0.68,0.78,0.76,0.1,0.61,0.87,0.67,0.86,0.88,0.82,0.84
nuttx.csv,0.77,0.88,0.05,0.57,0.68,0.89,1.01,0.72,0.83,0.8,0.65,0.59
uclmda.csv,0.83,1.0,0.56,0.72,0.93,0.83,0.54,0.87,0.0,0.69,0.71,0.69
vdsf.csv,0.9,0.13,0.95,0.82,1.0,0.93,1.0,0.99,0.83,0.99,0.97,1.01
xcf.csv,0.59,0.56,0.89,0.6,0.66,0.65,0.71,0.54,0.82,0.58,0.6,0.03
