,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.46,0.29,0.55,0.99,0.46
ingex.csv,0.29,0.35,0.98,0.32,0.32
jgnash.csv,0.19,1.0,0.0,0.12,0.45
openefm.csv,0.98,0.29,0.63,0.25,0.41
synecdoche.csv,0.6,0.27,0.44,0.23,0.96
