,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.73,0.52,0.52,0.98,0.41
ingex.csv,0.18,0.36,0.97,0.24,0.24
jgnash.csv,0.12,1.0,0.0,0.07,0.41
openefm.csv,0.97,0.6,0.59,0.17,0.34
synecdoche.csv,0.76,0.72,0.48,0.22,0.93
