,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.57,0.54,0.56,0.98,0.45
ingex.csv,0.22,0.41,0.98,0.28,0.28
jgnash.csv,0.15,1.0,0.0,0.09,0.45
openefm.csv,0.98,0.59,0.63,0.2,0.38
synecdoche.csv,0.72,0.61,0.5,0.25,0.94
