,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.75,0.6,0.53,0.02,0.64
ingex.csv,0.82,0.65,0.03,0.78,0.78
jgnash.csv,0.88,0.0,1.0,0.93,0.65
openefm.csv,0.03,0.59,0.44,0.84,0.7
synecdoche.csv,0.46,0.69,0.67,0.9,0.07
